file	line	decl	carrier	bytes	layer	sublayer	disposition_class	readiness	has_typed_disposition_in_file	trigger_head
src/v2/extdeps/languages/dag.dag	2466	dag_grammar_int_literal_stamp_lexeme_scaffold_note	data:String	449	extdeps	v2/extdeps	ScaffoldSubstrateWall	NeedsHumanBind	no	Interim: primary_expr_core and pattern_expr stamp int_literal with StampLexeme (was StampClass) so c
src/v2/extdeps/languages/dag.dag	4074	dag_eval_literal_atom_authority_note	data:String	493	extdeps	v2/extdeps	ScaffoldSubstrateWall	NeedsHumanBind	no	Single authority for eval literal-vs-binding dispatch (v2_eval_is_literal_shaped_node projects this)
src/v2/extdeps/languages/lean.dag	218	lean_overflow_parse_continuation_note	data:String	968	extdeps	v2/extdeps	ScaffoldOther	NeedsHumanBind	no	DECLARED SCAFFOLD parser continuation defect (review calm-badger-682 msg_e83789a9, msg_4683ea0a): au
src/v2/extdeps/languages/rust.dag	2111	rust_emit_host_toolchain_pin_note	data:String	459	extdeps	v2/extdeps	ScaffoldOther	NeedsHumanBind	no	Toolchain pin materialized into every emitted cargo workspace (fleet incident 2026-07-22: runners wi
src/v2/extdeps/languages/rust_test_fixtures.dag	2471	rust_selected_bundle_direct_call_note	data:String	906	extdeps	v2/extdeps	ScaffoldShellEmit	ReadyNamedTrigger	no	SCAFFOLD / bounded host-runtime wrapper (native-selected-witness-bundle first slice): the bundle mai
src/v2/extdeps/runtimes/v2_evaluator.dag	288	v2_eval_runtime_bool_predicate_dissolution_note	data:String	564	extdeps	v2/extdeps	ScaffoldModelMigration	NeedsHumanBind	no	v2_eval_runtime_bool_is_true and v2_eval_runtime_bool_is_false are coproduct RuntimeValue→Bool predi
src/v2/lens/affected_set/entry_selection.dag	43	entry_file_touched_grain_interim_note	data:String	1840	lens	v2/lens	ScaffoldModelMigration	NeedsHumanBind	yes	DECLARED #6335 PARTIAL UNWIND (operator fork (c), 2026-07-10): the CI floor's entry_file_touched cha
src/v2/lens/cost/copied_port_citations.dag	35	copied_port_citations_note	data:String	577	lens	v2/lens	ScaffoldSubstrateWall	NeedsHumanBind	no	Cited combiner Arrow bodies for per-op derivation (Wave 1 Gate 1 C1). Each row pairs a combiner symb
src/v2/lens/cost/copied_port_citations.dag	37	copied_port_citation_frontier_dissolution_note	data:String	408	lens	v2/lens	ScaffoldSubstrateWall	NeedsHumanBind	no	CopiedPortCitationRetained rows in copied_port_citation_frontier_rows() stand in for producer-ingest
src/v2/lens/non_fold_residue.dag	12	nfr_roster_receipt_dissolution_trigger	data:String	398	lens	v2/lens	ScaffoldWitnessCadence	NeedsHumanBind	no	per-PR affected-set selection runs this receipt without predict-skip (ReadsLiveTree enrollment on th
src/v2/lens/vacuity.dag	51	vacuity_operand_provenance_independent_oracle_predicate_dissolution_note	data:String	424	lens	v2/lens	ScaffoldOther	NeedsHumanBind	no	operand_provenance_is_independent_oracle is a hand-rolled subset predicate over TestClaimOperandProv
src/v2/lens/vacuity.dag	173	vacuity_operand_provenance_live_snapshot_duplicate_partner_predicate_dissolution_note	data:String	921	lens	v2/lens	ScaffoldModelMigration	NeedsHumanBind	no	vacuity_operand_provenance_is_live_snapshot_duplicate_partner is a second hand-rolled subset predica
src/v2/lens/witness_cost_locality.dag	8	witness_cost_locality_precision_frontier	data:String	1270	lens	v2/lens	ScaffoldOther	NeedsHumanBind	no	Module grain is the declared v0 precision frontier (DESIGN 5: a structural over-approximation comput
src/v2/std/compilers/compilation_unit.dag	101	partition_fold_list_wrapper_dissolve_on	data:String	433	std	v2/std	ScaffoldOther	NeedsHumanBind	no	partition_fold_list_wrapper — delete fn partition_fold when every caller migrates to partition_fold_
src/v2/std/compilers/compilation_unit.dag	103	partition_unit_interface_list_wrapper_dissolve_on	data:String	353	std	v2/std	ScaffoldOther	NeedsHumanBind	no	partition_unit_interface_list_wrapper — delete fn partition_unit_interface when every caller migrate
src/v2/std/compilers/compilation_unit.dag	105	compilation_unit_from_partition_wrapper_dissolve_on	data:String	382	std	v2/std	ScaffoldOther	NeedsHumanBind	no	compilation_unit_from_partition_wrapper — delete fn compilation_unit_from_partition when every calle
src/v2/std/compilers/semantic_decl_emission.dag	1759	target_semantic_decl_shape_predicate_dissolution_note	data:String	300	std	v2/std	ProseObsoleteFired	FiredDeletable	no	DISSOLVED 2026-07-24 (silent-badger-23): nullary/payload coproduct variant walk consolidated onto v2
src/v2/std/compilers/target_model.dag	6048	target_value_expr_int_bool_octet_channel_dissolution_note	data:String	660	std	v2/std	ScaffoldOther	NeedsHumanBind	no	Staging bridge only: inline scrutinee `x != 0` decodes Int wire to bool at the match seam. Ground on
src/v2/std/compilers/target_model.dag	12050	target_value_expr_int_literal_predicate_dissolution_note	data:String	385	std	v2/std	ScaffoldModelMigration	NeedsHumanBind	no	target_value_expr_is_int_literal_atom and target_value_expr_int_literal_magnitude_node_optional dupl
src/v2/std/compilers/target_model.dag	12091	target_value_expr_int_literal_emit_scaffold_note	data:String	475	std	v2/std	ScaffoldOther	NeedsHumanBind	no	target_value_expr_int_literal_magnitude_binding maps only magnitudes 1/2 to legacy pick-lit bindings
src/v2/std/effect_plan.dag	48	effect_plan_orchestration_succession_dissolve_on	data:String	350	std	v2/std	ScaffoldShellEmit	NeedsHumanBind	no	v2.std.orchestration parallel — Predicate/FailurePolicy/ValueSource/EscalationLevel/Expr neighbor vo
src/v2/std/layer.dag	26	layer_prefix_classifier_scaffold_note	data:String	352	std	v2/std	ScaffoldOther	NeedsHumanBind	no	host layer_import_facts stamps LayerImportFact.layer via CLI_RUN_LAYER_PREFIX_FROM_DOTTED_MODULE_SCA
src/v2/std/node.dag	18	node_occurrence_id_v2_facade_dissolve_on	data:String	223	std	v2/std	ScaffoldOther	NeedsHumanBind	no	the counted v2.std.node imports of NodeOccurrenceId, SyntheticOccurrence, and MintedOccurrence reach
src/v2/std/node.dag	258	atom_payload_labeled_edges_scaffold_note	data:String	577	std	v2/std	ScaffoldModelMigration	NeedsHumanBind	no	Atom connectives with labeled payload children (int-literal magnitude on ^dag_token_int_literal via 
src/v2/std/occurrence_id.dag	16	occurrence_identity_v2_facade_dissolve_on	data:String	154	std	v2/std	ScaffoldOther	ReadyShortTrigger	no	the counted v2.std.occurrence_id import census reaches zero after consumers import std.occurrence_id
src/v2/std/orchestration.dag	26	redirect_spec_to_file_note	data:String	1229	std	v2/std	ScaffoldSubstrateWall	NeedsHumanBind	no	"ToFile \{ path \} is the stdout-to-path carrier (""> path""). It entered through the former ci_merge_a"
src/v2/std/orchestration.dag	34	capture_spec_exit_status_note	data:String	668	std	v2/std	ScaffoldSubstrateWall	NeedsHumanBind	no	"ExitStatus \{ binder \} captures $? into binder after a Run (emits ""\ binder=$?""). binder must be a "
src/v2/std/orchestration.dag	36	capture_spec_tee_cmdsubst_finding	data:String	1038	std	v2/std	ScaffoldOther	NeedsHumanBind	no	FINDING (filed, unowned, not fully dissolved here): CaptureSpec.CmdSubst is declared with zero const
src/v2/std/orchestration.dag	63	predicate_int_ne_note	data:String	592	std	v2/std	ScaffoldSubstrateWall	NeedsHumanBind	no	IntNe \{ lhs, rhs \} is the integer inequality test ([ lhs -ne rhs ]). Its former merge-admission fl
src/v2/std/orchestration.dag	103	pipeline_step_comment_note	data:String	662	std	v2/std	ScaffoldSubstrateWall	NeedsHumanBind	no	"Comment \{ text \} is a non-command PipelineStep (comment body WITHOUT the leading ""# ""). Emission r"
src/v2/std/orchestration.dag	116	orchestration_to_effect_plan_dissolve_on	data:String	449	std	v2/std	ScaffoldShellEmit	NeedsHumanBind	no	v2.std.orchestration — bash-emit Pipeline/PipelineStep scaffold (Do-run string leaves). Composition 
src/v2/std/value_carrier.dag	7	update_version_persistence_note	data:String	1374	std	v2/std	ScaffoldModelMigration	ReadyNamedTrigger	no	UpdateVersionPersistence names the value-carrier axis it classifies: in the Driscoll/Sarnak/Sleator/
src/v2/std/witness_execution_routing.dag	6	witness_execution_routing_authority_note	data:String	899	std	v2/std	ScaffoldOther	NeedsHumanBind	no	Bulk-native execution routing authority (ROADMAP 2a, Lane B, 2026-07-23): models the ENTRY-GRAIN dis
src/v2/std/witness_execution_routing.dag	41	witness_execution_leg_note	data:String	453	std	v2/std	ScaffoldOther	NeedsHumanBind	no	Per-witness execution-leg attribution (ROADMAP 2a executor seams): floor receipts name which leg ran
src/v2/std/witness_execution_routing.dag	43	witness_execution_disposition_predicate_dissolution_note	data:String	475	std	v2/std	ScaffoldOther	NeedsHumanBind	no	disposition_is_native / disposition_is_interpreted_retained / disposition_is_emit_ineligible dissolv
src/v2/test/claim/bash_program_fold_support.dag	34	bash_program_fold_support_note	data:String	299	test	v2/test	ScaffoldOther	NeedsHumanBind	no	Shared bash fold tag helpers + real-program fixture builders for long/bash_program_real_probes_witne
src/v2/test/claim/ci_floor_plan_witness_test.dag	878	plan_roster_exhaustiveness_note	data:String	2093	test	v2/test	ScaffoldSubstrateWall	NeedsHumanBind	no	WHAT THIS ROW ENFORCES, AND WHAT IT DOES NOT — the second half corrected after review 46883 caught t
src/v2/test/claim/compiler/compile_eval_thesis_proof_test.dag	96	compile_entry_refuses_underived_note	data:String	1167	compiler	v2/test	ScaffoldOther	NeedsHumanBind	no	BEHAVIOUR CHANGE, recorded rather than papered over. This witness previously asserted that the compi
src/v2/test/claim/execution/proactive_verification_ledger_overlap_execution_test.dag	6	proactive_verification_ledger_overlap_execution_note	data:String	542	test	v2/test	ScaffoldWitnessCadence	NeedsHumanBind	no	Family equals_eval execution receipt: runs all ledger_executable_family_rows() (10 equals_eval recei
src/v2/test/claim/long/bash_program_real_probes_witness_test.dag	17	bash_program_real_probes_long_note	data:String	252	test	v2/test	ScaffoldWitnessCadence	NeedsHumanBind	no	Executing consumer for bash real-program golden probes (review 43557). OfflineLocalRecipe under test
src/v2/test/claim/long/inhabitant_neutralization_e2e_witness_test.dag	21	inhabitant_neutralization_e2e_long_note	data:String	516	test	v2/test	ScaffoldWitnessCadence	NeedsHumanBind	no	Offline/long disposition for inhabitant cross-language e2e + translate/emit refusal poles (review 43
src/v2/test/claim/long/meta_exec_confinement_clean_tree_test.dag	22	meta_exec_roster_soundness_live_note	data:String	1094	test	v2/test	ScaffoldWitnessCadence	NeedsHumanBind	no	The LIVE half of the roster-soundness fix, homed here on measurement, not preference: meta_exec_rost
src/v2/test/claim/long/realization_vocabulary_containment_witness_test.dag	17	realization_vocab_long_witness_note	data:String	964	test	v2/test	ScaffoldWitnessCadence	NeedsHumanBind	no	Full-corpus realization_vocabulary_containment live-tree receipts exceed the per-PR 5s fast-lane eva
src/v2/test/claim/long/typescript_descriptor_node_run_witness_test.dag	17	typescript_descriptor_node_run_long_note	data:String	257	test	v2/test	ScaffoldWitnessCadence	NeedsHumanBind	no	Wet host-run typescript descriptor probes (review 43557). OfflineLocalRecipe under long/; helpers li
src/v2/test/claim/long/vacuity_consumer_witness_long_test.dag	5	vacuity_consumer_witness_long_lane_note	data:String	1701	test	v2/test	ScaffoldWitnessCadence	NeedsHumanBind	no	Rehomed from src/v2/test/claim/vacuity_consumer_witness_test.dag to test/claim/long/ (operator 5-sec
src/v2/test/claim/long/vacuity_consumer_witness_long_test.dag	11	vacuity_consumer_witness_scan_scope_note	data:String	508	test	v2/test	ScaffoldOther	NeedsHumanBind	no	Scope is one declared, bounded, vacuity-owned file (dissolve-on: v2.extdeps.languages.dag's dag_lang
src/v2/test/claim/manual/loop_demand_driven_eval_test.dag	369	loop_demand_driven_eval_non_keystone_manuals_note	data:String	354	test	v2/test	ScaffoldOther	NeedsHumanBind	no	lit_one / pick_call_direct / arrow_lit_one manuals were never on the enrolled keystone (main = diver
src/v2/test/claim/manual/match_infer_fail_open_audit_test.dag	155	match_infer_fail_open_audit_literal_arm_note	data:String	372	test	v2/test	ScaffoldOther	NeedsHumanBind	no	literal_arm_accepts (dag_match_if_body_fixture → Accepted/None) was a never-enrolled plain fn on mai
src/v2/test/claim/meta_exec_confinement/roster_soundness_test.dag	21	roster_emptiness_is_construction_not_validation_note	data:String	2008	test	v2/test	ScaffoldWitnessCadence	NeedsHumanBind	no	MEASURED, then designed (DESIGN section 5: construction over validation; section 6: priced in displa
src/v2/test/claim/self_host/crate_layout_witness_test.dag	164	standing_parity_witness_note	data:String	1450	test	v2/test	ScaffoldOther	NeedsHumanBind	no	STANDING WITNESS — not a one-time switchover receipt (promoted, parent ruling 2026-07-19), and the r
src/v2/test/claim/witness_admission_test.dag	26	normalize_wet_known_red_admission_note	data:String	497	test	v2/test	ScaffoldWitnessCadence	NeedsHumanBind	no	2026-07-25 review #7199: SelfEmitted wet bindings that red on assemble are Wet expect_red quarantine
src/v2/test/manual/ownership_movable_test.dag	7	ownership_movable_witness_staged_offpath_dissolution_trigger	data:String	1767	test	v2/test	ScaffoldWitnessCadence	NeedsHumanBind	no	this witness's subject is the v1-side ownership de-fork (build_movable_set). Two honest facts about 
src/v2/workflow/bootstrap.dag	132	independent_compiler_evidence_dissolve_on_note	data:String	301	workflow	v2/workflow	ScaffoldOther	NeedsHumanBind	no	a future Available arm requires grounded independent-compiler provenance plus executed output bytes/
src/v2/workflow/ci_floor_peak_emit.dag	62	ci_floor_phase_journal_shell_emit_dissolution_trigger	data:String	580	workflow	v2/workflow	ScaffoldShellEmit	DuplicateTypedRow	yes	ci_floor_phase_journal_if — bounded foreign-executor (GitHub Actions run:) shell transport for exact
src/v2/workflow/ci_floor_peak_emit_test.dag	35	ci_floor_peak_post_golden	data:String	1602	workflow	v2/workflow	ScaffoldShellEmit	NeedsHumanBind	no	# 🟡 dissolve-on: ci_floor_phase_journal_if — bounded foreign-executor (GitHub Actions run:) shell tr
src/v2/workflow/ci_floor_plan.dag	153	gunbc_ci_cheap_floor_gate_membership_note	data:String	1099	workflow	v2/workflow	ScaffoldWitnessCadence	NeedsHumanBind	yes	Declared cheap-floor gate membership (operator ruling 2026-07-22, fail-fast lane): the negligible-me
src/v2/workflow/ci_floor_plan.dag	498	gunbc_ci_adaptive_width_note	data:String	2359	workflow	v2/workflow	ScaffoldWitnessCadence	NeedsHumanBind	yes	Adaptive width (operator ruling 2026-07-12, superseding the pinned-cap regime): the plan no longer a
src/v2/workflow/ci_floor_plan.dag	500	gunbc_ci_fast_lane_rule_note	data:String	1379	workflow	v2/workflow	ScaffoldWitnessCadence	NeedsHumanBind	yes	Fast-lane 5-second rule (operator ruling 2026-07-12): a witness whose OWN eval takes 5 seconds or lo
src/v2/workflow/ci_floor_plan.dag	578	gunbc_falsifier_substrate_long_lane_budget_note	data:String	2167	workflow	v2/workflow	ScaffoldWitnessCadence	NeedsHumanBind	yes	Per-witness eval budget for the Hermetic substrate long lane (falsifier batch 6), dated 2026-07-26. 
src/v2/workflow/ci_floor_plan.dag	792	gunbc_ci_corpus_discovery_batch_isolation_note	data:String	954	workflow	v2/workflow	ScaffoldWitnessCadence	NeedsHumanBind	yes	Discovery-flip batch isolation under cheap-gate-early ordering (operator ruling 2026-07-22, fail-fas
src/v2/workflow/ci_floor_plan.dag	1335	walk_plan_uniformity_note	data:String	4174	workflow	v2/workflow	ScaffoldWitnessCadence	NeedsHumanBind	yes	EVERY plan function returns WalkPlan<F>, including the three with no postconditions — on_success_sta
src/v2/workflow/ci_heal_skew_guard_emit.dag	61	ci_heal_skew_indent_residue_note	data:String	901	workflow	v2/workflow	ScaffoldOther	NeedsHumanBind	no	"ci_heal_skew_indent_commit_list — the one hand-spelled shell fragment left in this module, `echo ""$X"
src/v2/workflow/ci_heal_skew_guard_emit.dag	87	ci_heal_skew_pipe_residue_note	data:String	1495	workflow	v2/workflow	ScaffoldRealizationDispatch	NeedsHumanBind	no	ci_heal_skew_pipe_operator — THE PIPE OPERATOR IS THE LAST TARGET-LANGUAGE TOKEN THIS MODULE SPELLS,
