structural_group	carrier	id	field	bytes	is_ref	semantic_class	migration_target	has_dissolve_trigger	preview
shared_template	data String	excl_probe_universe_carrier_dissolve	value	148	False	SPEC_NORM	FrontierRow.template	False	the probe universe derives from module identity (module-identity-storage-binding lane) or the carrie
shared_template	data String	excl_roster_gate_dissolve	value	194	False	SPEC_NORM	FrontierRow.template	False	resolved-graph memoization receipts land AND G2 path-intersection (not G1 module-closure alone) is w
shared_template	data String	excl_predates_per_row_reason	value	231	False	RULING	FrontierRow.template	False	operator/lane-ruled discovery exclusion predating per-row reasons; Phase 0(b) admission classifies i
shared_template	data String	excl_predates_per_row_dissolve	value	112	False	SPEC_NORM	FrontierRow.template	False	the owning lane records a scheduled consumer for the file, or the row proves dead (excludes nothing)
shared_template	data String	excl_install_media_reason	value	219	False	SPEC_NORM	FrontierRow.template	False	real host-effect execution witness (shell effects with no mock_response coverage, or real network/bu
shared_template	data String	excl_install_media_dissolve	value	198	False	SPEC_NORM	FrontierRow.template	False	mock_response coverage lands and assertions are re-checked under a fixed mock; then the fns re-enrol
module_note	data String	witness_exclusion_single_authority_reconciliation_note	value	2206	False	SPEC_NORM	module_authority_note	True	Single-authority reconciliation (module-identity-storage-binding Phase 0(b) follow-on; the prior not
module_note	data String	witness_admission_offline_note	value	536	False	SPEC_NORM	module_authority_note	True	Phase 0(b) admission invariant (module-identity-storage-binding): operator-ruled OFFLINE exclusion s
module_note	data String	crate_layout_transport_exclusion_note	value	1429	False	SPEC_NORM	module_authority_note	True	self_host/crate_layout_witness_test.dag is excluded from hermetic discovery and consumed by v2.workf
module_note	data String	witness_admission_fixture_note	value	197	False	SPEC_NORM	module_authority_note	True	Phase 0(b): floor_skip control fixtures excluded at dir grain — consumers are explicit rosters in fl
module_note	data String	known_red_probe_note	value	1006	False	SPEC_NORM	module_authority_note	True	Phase 0(b) quarantine probe cadence (module-identity-storage-binding): known-red frontier witnesses 
module_note	data String	long_lane_exclusion_note	value	1201	False	SPEC_NORM	module_authority_note	True	test/claim/long/ is the LONG-test home (operator 5-second rule, 2026-07-12; authority + enforcement:
module_note	data String	wet_integration_offline_note	value	1089	False	SPEC_NORM	module_authority_note	True	Four wet-integration entries above (host_effect_apply, deploy_access_privilege, ci_deploy_observed_w
module_note	data String	known_red_frontier_note	value	3370	False	SPEC_NORM	module_authority_note	True	HOW THE KNOWN-RED FRONTIER WORKS, and the receipts it has accumulated. The rows themselves live at f
module_note	data String	bin_witness_wet_note	value	1324	False	SPEC_NORM	module_authority_note	True	The remaining excluded entries are the BIN-EXECUTION witness class: their test fns run compiled seed
module_note	data String	bin_witness_wet_per_row_actions_log_observation_gap_note	value	1085	False	RECEIPT	module_authority_note	True	COUNTED OBSERVATION GAP (measured 2026-08-02, PR #7698 acceptance receipt on run 30765850510 job 915
module_note	data String	falsifier_self_host_wet_note	value	1079	False	SPEC_NORM	module_authority_note	True	The nightly falsifier Wet follow-on batch (gunbc_falsifier_batches batch 2 in v2.workflow.ci_floor_p
module_note	data String	v1_claim_scoped_witness_dissolve_on_note	value	416	False	SPEC_NORM	module_authority_note	True	When V2ParserOwnsV1Claims removes this scoped tail, the floor coordinator's scoped-receipt arming an
module_note	data String	v1_claim_scoped_witness_batch_note	value	3403	False	SPEC_NORM	module_authority_note	True	This is one INSTANCE of std.realization_schedule ScopedWitnessBatch, not a parser branch in the floo
shared_template	data String	excl_no_fake_anomalies_reason	value	855	False	SPEC_NORM	FrontierRow.template	False	The expectation-backfill WALL spawns claim_batch as a child process to read a passing corpus's own s
shared_template	data String	excl_expectation_frontier_reason	value	506	False	SPEC_NORM	FrontierRow.template	False	Reads the [expectation-frontier] receipt out of a real child run's stderr, so it is Wet BY CONSTRUCT
shared_template	data String	excl_expectation_frontier_dissolve	value	369	False	SPEC_NORM	FrontierRow.template	False	fires with the UntracedDefault arm itself: when the counted frontier reaches zero corpus-wide, an un
shared_template	data String	excl_no_fake_anomalies_dissolve	value	384	False	SPEC_NORM	FrontierRow.template	True	paired with falsifier_rehomed_bin_wet_rows dissolve_on for the two no_fake_anomalies check_fns: re-e
module_note	data String	install_media_real_execution_wet_note	value	1138	False	SPEC_NORM	module_authority_note	True	The four srv3_install_media_fetch_real_execution_witness_test.dag / srv3_seeded_install_media_real_e
module_note	data String	bin_witness_wet_per_row_budget_note	value	1299	False	SPEC_NORM	module_authority_note	True	Short/quick-witness discipline for the per-PR wet batch (CI floor endgame D6, operator ruling 2026-0
module_note	data String	falsifier_substrate_long_lane_note	value	716	False	SPEC_NORM	module_authority_note	False	Nightly falsifier batch 6 (test-decomposition Class C, 2026-07-25): the declared Hermetic lane for S
module_note	data String	falsifier_silent_pick_gate_note	value	3387	False	SPEC_NORM	module_authority_note	True	Nightly falsifier batch 4 (#6967 consumption, 2026-07-21; #7013 fast-follow hardening 2026-07-22): t
module_note	data String	floor_skip_control_fixture_exclusion_note	value	1211	False	SPEC_NORM	module_authority_note	False	test/fixture/floor_skip/ is excluded from tree-wide discovery at DIR grain (parent ruling 2026-07-11
module_note	data String	walk_plan_stage_control_fixture_exclusion_note	value	755	False	SPEC_NORM	module_authority_note	False	test/fixture/walk_plan_stage/ is excluded from tree-wide discovery at DIR grain (same fixture-home r
module_note	data String	enforcement_coverage_exclusion_note	value	1832	False	SPEC_NORM	module_authority_note	True	The four enforcement inventory/coverage witnesses (enforcement/cost_coverage_witness_test.dag, enfor
module_note	data String	accumulator_copy_roster_gate_exclusion_note	value	877	False	SPEC_NORM	module_authority_note	True	The three accumulator_copy_roster_gate*_test.dag witnesses are operator-ruled OFFLINE (2026-07-10: t
module_note	data String	identity_captured_navigation_roster_gate_exclusion_note	value	866	False	SPEC_NORM	module_authority_note	True	src/v2/test/claim/identity_captured_navigation/roster_gate_test.dag is operator-ruled OFFLINE for th
module_note	data String	lever_a_local_receipt_witness_exclusion_note	value	1258	False	SPEC_NORM	module_authority_note	True	dag/test/claim/lever_a_local_receipt_witness_test.dag is operator-ruled OFFLINE (2026-07-11: witness
module_note	data String	whole_tree_strict_resolve_scaffold_exclusion_note	value	2152	False	SPEC_NORM	module_authority_note	True	The per-file rows below (everything after the three blanket prefixes and the two lens/application ro
witnessexclusionrow	witness_exclusion_frontier	stage0_rust_host_observation_live_witness_test.dag	reason	994	False	SPEC_NORM	WitnessExclusionRow.reason	False	SUBSTANTIATED per-row: every fn in this file reaches git.Inspect.HeadCommit and git.Inspect.MergeBas
witnessexclusionrow	witness_exclusion_frontier	stage0_rust_host_observation_live_witness_test.dag	dissolve_on	218	False	SPEC_NORM	WitnessExclusionRow.dissolve_on	True	mock_response coverage lands for the git.Inspect revision-addressed operations AND scaffold assertio
witnessexclusionrow	witness_exclusion_frontier	claim/long/mandatory_tag_extdeps_corpus	reason	236	False	SPEC_NORM	WitnessExclusionRow.reason	False	interpreted corpus walk prices out of every CI lane (measured ~33s/module parse, hours full run; see
witnessexclusionrow	witness_exclusion_frontier	claim/long/mandatory_tag_extdeps_corpus	dissolve_on	107	False	SPEC_NORM	WitnessExclusionRow.dissolve_on	True	witness realization executes the corpus walk at native speed; then the witness enrolls and this row 
witnessexclusionrow	witness_exclusion_frontier	impossible_bug	reason	0	True	XREF	WitnessExclusionRow.reason	False	@excl_predates_per_row_reason
witnessexclusionrow	witness_exclusion_frontier	impossible_bug	dissolve_on	0	True	XREF	WitnessExclusionRow.dissolve_on	True	@excl_predates_per_row_dissolve
witnessexclusionrow	witness_exclusion_frontier	artifact_store_fs_witness_test.dag	reason	1343	False	SPEC_NORM	WitnessExclusionRow.reason	False	SUBSTANTIATED per-row (codex review 44306 on PR 7407, replacing the grandfathered excl_predates_per_
witnessexclusionrow	witness_exclusion_frontier	artifact_store_fs_witness_test.dag	dissolve_on	660	False	SPEC_NORM	WitnessExclusionRow.dissolve_on	True	the wet lane un-darkens and admits live-filesystem integration rows under its own budget — falsifier
witnessexclusionrow	witness_exclusion_frontier	external_model_scope_live_cover_witness_test.dag	reason	739	False	SPEC_NORM	WitnessExclusionRow.reason	False	wet-integration class (wet_integration_offline_note posture), substantiated per-row at enrollment (t
witnessexclusionrow	witness_exclusion_frontier	external_model_scope_live_cover_witness_test.dag	dissolve_on	732	False	XREF	WitnessExclusionRow.dissolve_on	True	TWO triggers, either deletes this row: (a) the wet lane un-darkens and admits live integration rows 
witnessexclusionrow	witness_exclusion_frontier	served_surface_browser_artifact_integrity_witness_test.dag	reason	610	False	SPEC_NORM	WitnessExclusionRow.reason	False	wet-integration class (wet_integration_offline_note posture), substantiated by CI run 30719890594: w
witnessexclusionrow	witness_exclusion_frontier	served_surface_browser_artifact_integrity_witness_test.dag	dissolve_on	400	False	SPEC_NORM	WitnessExclusionRow.dissolve_on	True	the wet lane un-darkens and admits live checked-in-artifact integrity rows under its own budget; thi
witnessexclusionrow	witness_exclusion_frontier	emit_source_store_test.dag	reason	0	True	XREF	WitnessExclusionRow.reason	False	@excl_predates_per_row_reason
witnessexclusionrow	witness_exclusion_frontier	emit_source_store_test.dag	dissolve_on	0	True	XREF	WitnessExclusionRow.dissolve_on	True	@excl_predates_per_row_dissolve
witnessexclusionrow	witness_exclusion_frontier	test/manual/	reason	83	False	SPEC_NORM	WitnessExclusionRow.reason	False	manual-test home at dir grain: fns run by local recipe only, never per-PR discovery
witnessexclusionrow	witness_exclusion_frontier	test/manual/	dissolve_on	75	False	SPEC_NORM	WitnessExclusionRow.dissolve_on	True	manual suites migrate under test/claim with declared consumers; row deletes
witnessexclusionrow	witness_exclusion_frontier	glob_discovery.dag	reason	0	True	XREF	WitnessExclusionRow.reason	False	@excl_probe_universe_carrier_reason
witnessexclusionrow	witness_exclusion_frontier	glob_discovery.dag	dissolve_on	0	True	XREF	WitnessExclusionRow.dissolve_on	True	@excl_probe_universe_carrier_dissolve
witnessexclusionrow	witness_exclusion_frontier	glob_discovery_law.dag	reason	0	True	XREF	WitnessExclusionRow.reason	False	@excl_probe_universe_carrier_reason
witnessexclusionrow	witness_exclusion_frontier	glob_discovery_law.dag	dissolve_on	0	True	XREF	WitnessExclusionRow.dissolve_on	True	@excl_probe_universe_carrier_dissolve
witnessexclusionrow	witness_exclusion_frontier	host_discovered_owned_data_manifest.dag	reason	0	True	XREF	WitnessExclusionRow.reason	False	@excl_probe_universe_carrier_reason
witnessexclusionrow	witness_exclusion_frontier	host_discovered_owned_data_manifest.dag	dissolve_on	0	True	XREF	WitnessExclusionRow.dissolve_on	True	@excl_probe_universe_carrier_dissolve
witnessexclusionrow	witness_exclusion_frontier	host_source_root_ingest_manifest.dag	reason	0	True	XREF	WitnessExclusionRow.reason	False	@excl_probe_universe_carrier_reason
witnessexclusionrow	witness_exclusion_frontier	host_source_root_ingest_manifest.dag	dissolve_on	0	True	XREF	WitnessExclusionRow.dissolve_on	True	@excl_probe_universe_carrier_dissolve
witnessexclusionrow	witness_exclusion_frontier	program_assembly/real_ingest_test.dag	reason	151	False	XREF	WitnessExclusionRow.reason	False	transport-run witness consumed by v2.workflow.module_binding_supply_transport (same posture as crate
witnessexclusionrow	witness_exclusion_frontier	program_assembly/real_ingest_test.dag	dissolve_on	159	False	SPEC_NORM	WitnessExclusionRow.dissolve_on	True	the crate-layout artifact moves to host-driven generation with the index supplied at the boundary; r
witnessexclusionrow	witness_exclusion_frontier	self_host/compiler_closure_emit_from_ingest_test.dag	reason	269	False	SPEC_NORM	WitnessExclusionRow.reason	False	transport-run witness (crate_layout_transport_exclusion_note). One of its five fns is separately qua
witnessexclusionrow	witness_exclusion_frontier	self_host/compiler_closure_emit_from_ingest_test.dag	dissolve_on	119	False	SPEC_NORM	WitnessExclusionRow.dissolve_on	True	the crate-layout artifact moves to host-driven generation; rows delete together (crate_layout_transp
witnessexclusionrow	witness_exclusion_frontier	self_host/crate_layout_witness_test.dag	reason	170	False	SPEC_NORM	WitnessExclusionRow.reason	False	transport-run witness: hermetic runs read host_module_bindings = Empty and REFUSE; do NOT give it bi
witnessexclusionrow	witness_exclusion_frontier	self_host/crate_layout_witness_test.dag	dissolve_on	162	False	SPEC_NORM	WitnessExclusionRow.dissolve_on	True	the crate-layout artifact moves to host-driven generation with the index supplied at the boundary; t
witnessexclusionrow	witness_exclusion_frontier	unified_test_claim_substrate_equivalence.dag	reason	0	True	XREF	WitnessExclusionRow.reason	False	@excl_probe_universe_carrier_reason
witnessexclusionrow	witness_exclusion_frontier	unified_test_claim_substrate_equivalence.dag	dissolve_on	0	True	XREF	WitnessExclusionRow.dissolve_on	True	@excl_probe_universe_carrier_dissolve
witnessexclusionrow	witness_exclusion_frontier	ci_exclusion_proof_test.dag	reason	0	True	XREF	WitnessExclusionRow.reason	False	@excl_predates_per_row_reason
witnessexclusionrow	witness_exclusion_frontier	ci_exclusion_proof_test.dag	dissolve_on	0	True	XREF	WitnessExclusionRow.dissolve_on	True	@excl_predates_per_row_dissolve
witnessexclusionrow	witness_exclusion_frontier	test/claim/execution/	reason	205	False	SPEC_NORM	WitnessExclusionRow.reason	False	emit-vs-eval execution corpus home at dir grain: pure subtests are OfflineLocalRecipe; agreement leg
witnessexclusionrow	witness_exclusion_frontier	test/claim/execution/	dissolve_on	94	False	SPEC_NORM	WitnessExclusionRow.dissolve_on	True	witness-cost-locality admission or native routing enrolls rows per-family; the dir row deletes
witnessexclusionrow	witness_exclusion_frontier	claim/complexity/accumulator_copy_roster_gate	reason	186	False	SPEC_NORM	WitnessExclusionRow.reason	False	operator-ruled OFFLINE roster gate (~15m serial interpreted resolve; runtime filesystem_read data de
witnessexclusionrow	witness_exclusion_frontier	claim/complexity/accumulator_copy_roster_gate	dissolve_on	0	True	XREF	WitnessExclusionRow.dissolve_on	True	@excl_roster_gate_dissolve
witnessexclusionrow	witness_exclusion_frontier	claim/identity_captured_navigation/roster_gate	reason	145	False	SPEC_NORM	WitnessExclusionRow.reason	False	operator-ruled OFFLINE roster gate, identical structural reason as accumulator_copy (see identity_ca
witnessexclusionrow	witness_exclusion_frontier	claim/identity_captured_navigation/roster_gate	dissolve_on	0	True	XREF	WitnessExclusionRow.dissolve_on	True	@excl_roster_gate_dissolve
witnessexclusionrow	witness_exclusion_frontier	test/claim/enforcement/	reason	149	False	SPEC_NORM	WitnessExclusionRow.reason	False	corpus-denominated enforcement coverage witnesses, operator-ruled OFFLINE (22min/35 percent of floor
witnessexclusionrow	witness_exclusion_frontier	test/claim/enforcement/	dissolve_on	168	False	SPEC_NORM	WitnessExclusionRow.dissolve_on	True	witness rows declare InputEnvelope/CostEnvelope and the scheduled lane admits corpus-input rows; re-
witnessexclusionrow	witness_exclusion_frontier	enforcement_live_witness_test.dag	reason	176	False	SPEC_NORM	WitnessExclusionRow.reason	False	corpus-denominated enforcement witness, operator-ruled OFFLINE (see enforcement_coverage_exclusion_n
witnessexclusionrow	witness_exclusion_frontier	enforcement_live_witness_test.dag	dissolve_on	168	False	SPEC_NORM	WitnessExclusionRow.dissolve_on	True	witness rows declare InputEnvelope/CostEnvelope and the scheduled lane admits corpus-input rows; re-
witnessexclusionrow	witness_exclusion_frontier	enforcement_inventory_witness_test.dag	reason	222	False	RULING	WitnessExclusionRow.reason	False	corpus-denominated lens enforcement inventory witnesses (lens_enforcement_inventory_live reads decl_
witnessexclusionrow	witness_exclusion_frontier	enforcement_inventory_witness_test.dag	dissolve_on	168	False	SPEC_NORM	WitnessExclusionRow.dissolve_on	True	witness rows declare InputEnvelope/CostEnvelope and the scheduled lane admits corpus-input rows; re-
witnessexclusionrow	witness_exclusion_frontier	lever_a_local_receipt_witness	reason	162	False	SPEC_NORM	WitnessExclusionRow.reason	False	operator-ruled OFFLINE: O(rows) full entry-tree walks, 85m+ CI timeout (see lever_a_local_receipt_wi
witnessexclusionrow	witness_exclusion_frontier	lever_a_local_receipt_witness	dissolve_on	157	False	SPEC_NORM	WitnessExclusionRow.dissolve_on	True	single-roster memo in tools.dag_compile_clean_scope lands AND G2 path-intersection is wired into flo
witnessexclusionrow	witness_exclusion_frontier	host_effect_apply_witness_test.dag	reason	0	True	XREF	WitnessExclusionRow.reason	False	@excl_wet_integration_reason
witnessexclusionrow	witness_exclusion_frontier	host_effect_apply_witness_test.dag	dissolve_on	0	True	XREF	WitnessExclusionRow.dissolve_on	True	@excl_wet_integration_dissolve
witnessexclusionrow	witness_exclusion_frontier	host_effect_plan_real_execution_witness_test.dag	reason	151	False	SPEC_NORM	WitnessExclusionRow.reason	False	wet-integration class (wet_integration_offline_note posture); its shell witness fn runs via bin_witn
witnessexclusionrow	witness_exclusion_frontier	host_effect_plan_real_execution_witness_test.dag	dissolve_on	0	True	XREF	WitnessExclusionRow.dissolve_on	True	@excl_wet_integration_dissolve
witnessexclusionrow	witness_exclusion_frontier	deploy_access_privilege_witness_test.dag	reason	0	True	XREF	WitnessExclusionRow.reason	False	@excl_wet_integration_reason
witnessexclusionrow	witness_exclusion_frontier	deploy_access_privilege_witness_test.dag	dissolve_on	0	True	XREF	WitnessExclusionRow.dissolve_on	True	@excl_wet_integration_dissolve
witnessexclusionrow	witness_exclusion_frontier	ci_deploy_observed_wet_test.dag	reason	0	True	XREF	WitnessExclusionRow.reason	False	@excl_wet_integration_reason
witnessexclusionrow	witness_exclusion_frontier	ci_deploy_observed_wet_test.dag	dissolve_on	0	True	XREF	WitnessExclusionRow.dissolve_on	True	@excl_wet_integration_dissolve
witnessexclusionrow	witness_exclusion_frontier	random_bytes_csprng_witness_test.dag	reason	0	True	XREF	WitnessExclusionRow.reason	False	@excl_wet_integration_reason
witnessexclusionrow	witness_exclusion_frontier	random_bytes_csprng_witness_test.dag	dissolve_on	0	True	XREF	WitnessExclusionRow.dissolve_on	True	@excl_wet_integration_dissolve
witnessexclusionrow	witness_exclusion_frontier	typed_witness_invocation_test.dag	reason	0	True	XREF	WitnessExclusionRow.reason	False	@excl_bin_wet_reason
witnessexclusionrow	witness_exclusion_frontier	typed_witness_invocation_test.dag	dissolve_on	0	True	XREF	WitnessExclusionRow.dissolve_on	True	@excl_bin_wet_dissolve
witnessexclusionrow	witness_exclusion_frontier	emit_host_typed_smoke_test.dag	reason	0	True	XREF	WitnessExclusionRow.reason	False	@excl_bin_wet_reason
witnessexclusionrow	witness_exclusion_frontier	emit_host_typed_smoke_test.dag	dissolve_on	0	True	XREF	WitnessExclusionRow.dissolve_on	True	@excl_bin_wet_dissolve
witnessexclusionrow	witness_exclusion_frontier	build_artifact_corruption_probe_witness_test.dag	reason	0	True	XREF	WitnessExclusionRow.reason	False	@excl_bin_wet_reason
witnessexclusionrow	witness_exclusion_frontier	build_artifact_corruption_probe_witness_test.dag	dissolve_on	0	True	XREF	WitnessExclusionRow.dissolve_on	True	@excl_bin_wet_dissolve
witnessexclusionrow	witness_exclusion_frontier	self_host_logic_behavioral_witness_test.dag	reason	278	False	SPEC_NORM	WitnessExclusionRow.reason	False	REHOME 2026-07-25: green-wet TEMPLATE on the separate build-verification cadence (falsifier_self_hos
witnessexclusionrow	witness_exclusion_frontier	self_host_logic_behavioral_witness_test.dag	dissolve_on	234	False	SPEC_NORM	WitnessExclusionRow.dissolve_on	True	falsifier_self_host_wet_build_verification_cadence_note target met (dedicated wet workflow enrolls, 
witnessexclusionrow	witness_exclusion_frontier	namespace_import_closure_witness_test.dag	reason	278	False	SPEC_NORM	WitnessExclusionRow.reason	False	REHOME 2026-07-25: green-wet TEMPLATE on the separate build-verification cadence (falsifier_self_hos
witnessexclusionrow	witness_exclusion_frontier	namespace_import_closure_witness_test.dag	dissolve_on	234	False	SPEC_NORM	WitnessExclusionRow.dissolve_on	True	falsifier_self_host_wet_build_verification_cadence_note target met (dedicated wet workflow enrolls, 
witnessexclusionrow	witness_exclusion_frontier	self_host_03_resolve_behavioral_witness_test.dag	reason	0	True	XREF	WitnessExclusionRow.reason	False	@excl_behavioral_receipt_reason
witnessexclusionrow	witness_exclusion_frontier	self_host_03_resolve_behavioral_witness_test.dag	dissolve_on	0	True	XREF	WitnessExclusionRow.dissolve_on	True	@excl_behavioral_receipt_dissolve
witnessexclusionrow	witness_exclusion_frontier	self_host_01_tokenize_behavioral_witness_test.dag	reason	0	True	XREF	WitnessExclusionRow.reason	False	@excl_behavioral_receipt_reason
witnessexclusionrow	witness_exclusion_frontier	self_host_01_tokenize_behavioral_witness_test.dag	dissolve_on	0	True	XREF	WitnessExclusionRow.dissolve_on	True	@excl_behavioral_receipt_dissolve
witnessexclusionrow	witness_exclusion_frontier	self_host_program_assembly_behavioral_witness_test.dag	reason	0	True	XREF	WitnessExclusionRow.reason	False	@excl_behavioral_receipt_reason
witnessexclusionrow	witness_exclusion_frontier	self_host_program_assembly_behavioral_witness_test.dag	dissolve_on	0	True	XREF	WitnessExclusionRow.dissolve_on	True	@excl_behavioral_receipt_dissolve
witnessexclusionrow	witness_exclusion_frontier	self_host_program_partition_behavioral_witness_test.dag	reason	0	True	XREF	WitnessExclusionRow.reason	False	@excl_behavioral_receipt_reason
witnessexclusionrow	witness_exclusion_frontier	self_host_program_partition_behavioral_witness_test.dag	dissolve_on	0	True	XREF	WitnessExclusionRow.dissolve_on	True	@excl_behavioral_receipt_dissolve
witnessexclusionrow	witness_exclusion_frontier	self_host_source_authority_behavioral_witness_test.dag	reason	0	True	XREF	WitnessExclusionRow.reason	False	@excl_behavioral_receipt_reason
witnessexclusionrow	witness_exclusion_frontier	self_host_source_authority_behavioral_witness_test.dag	dissolve_on	0	True	XREF	WitnessExclusionRow.dissolve_on	True	@excl_behavioral_receipt_dissolve
witnessexclusionrow	witness_exclusion_frontier	self_host_00_compile_behavioral_witness_test.dag	reason	0	True	XREF	WitnessExclusionRow.reason	False	@excl_behavioral_receipt_reason
witnessexclusionrow	witness_exclusion_frontier	self_host_00_compile_behavioral_witness_test.dag	dissolve_on	0	True	XREF	WitnessExclusionRow.dissolve_on	True	@excl_behavioral_receipt_dissolve
witnessexclusionrow	witness_exclusion_frontier	self_host_04_infer_behavioral_witness_test.dag	reason	0	True	XREF	WitnessExclusionRow.reason	False	@excl_behavioral_receipt_reason
witnessexclusionrow	witness_exclusion_frontier	self_host_04_infer_behavioral_witness_test.dag	dissolve_on	0	True	XREF	WitnessExclusionRow.dissolve_on	True	@excl_behavioral_receipt_dissolve
witnessexclusionrow	witness_exclusion_frontier	self_host_03_normalize_behavioral_witness_test.dag	reason	798	False	SPEC_NORM	WitnessExclusionRow.reason	False	PATH POLICY for the file's remaining witness only. Its behavioral receipt is exact-admitted as a wet
witnessexclusionrow	witness_exclusion_frontier	self_host_03_normalize_behavioral_witness_test.dag	dissolve_on	136	False	SPEC_NORM	WitnessExclusionRow.dissolve_on	True	the sibling gains a scheduled consumer or the file's receipt greens and both facts collapse to ordin
witnessexclusionrow	witness_exclusion_frontier	self_host_02_parse_behavioral_witness_test.dag	reason	0	True	XREF	WitnessExclusionRow.reason	False	@excl_behavioral_receipt_reason
witnessexclusionrow	witness_exclusion_frontier	self_host_02_parse_behavioral_witness_test.dag	dissolve_on	0	True	XREF	WitnessExclusionRow.dissolve_on	True	@excl_behavioral_receipt_dissolve
witnessexclusionrow	witness_exclusion_frontier	self_host_03_ingest_behavioral_witness_test.dag	reason	0	True	XREF	WitnessExclusionRow.reason	False	@excl_behavioral_receipt_reason
witnessexclusionrow	witness_exclusion_frontier	self_host_03_ingest_behavioral_witness_test.dag	dissolve_on	0	True	XREF	WitnessExclusionRow.dissolve_on	True	@excl_behavioral_receipt_dissolve
witnessexclusionrow	witness_exclusion_frontier	self_host_materialization_carriers_behavioral_witness_test.dag	reason	0	True	XREF	WitnessExclusionRow.reason	False	@excl_behavioral_receipt_reason
witnessexclusionrow	witness_exclusion_frontier	self_host_materialization_carriers_behavioral_witness_test.dag	dissolve_on	0	True	XREF	WitnessExclusionRow.dissolve_on	True	@excl_behavioral_receipt_dissolve
witnessexclusionrow	witness_exclusion_frontier	dag_collect_fingerprint_witness_test.dag	reason	0	True	XREF	WitnessExclusionRow.reason	False	@excl_bin_wet_reason
witnessexclusionrow	witness_exclusion_frontier	dag_collect_fingerprint_witness_test.dag	dissolve_on	0	True	XREF	WitnessExclusionRow.dissolve_on	True	@excl_bin_wet_dissolve
witnessexclusionrow	witness_exclusion_frontier	dag_compile_clean_perturb_receipts_test.dag	reason	0	True	XREF	WitnessExclusionRow.reason	False	@excl_bin_wet_reason
witnessexclusionrow	witness_exclusion_frontier	dag_compile_clean_perturb_receipts_test.dag	dissolve_on	0	True	XREF	WitnessExclusionRow.dissolve_on	True	@excl_bin_wet_dissolve
witnessexclusionrow	witness_exclusion_frontier	test/claim/diagnostics_test.dag	reason	0	True	XREF	WitnessExclusionRow.reason	False	@excl_bin_wet_reason
witnessexclusionrow	witness_exclusion_frontier	test/claim/diagnostics_test.dag	dissolve_on	0	True	XREF	WitnessExclusionRow.dissolve_on	True	@excl_bin_wet_dissolve
witnessexclusionrow	witness_exclusion_frontier	effects_rest_transport_parse_witness_test.dag	reason	0	True	XREF	WitnessExclusionRow.reason	False	@excl_bin_wet_reason
witnessexclusionrow	witness_exclusion_frontier	effects_rest_transport_parse_witness_test.dag	dissolve_on	0	True	XREF	WitnessExclusionRow.dissolve_on	True	@excl_bin_wet_dissolve
witnessexclusionrow	witness_exclusion_frontier	floor_skip_discovery_witness_test.dag	reason	0	True	XREF	WitnessExclusionRow.reason	False	@excl_rehomed_bin_wet_reason
witnessexclusionrow	witness_exclusion_frontier	floor_skip_discovery_witness_test.dag	dissolve_on	0	True	XREF	WitnessExclusionRow.dissolve_on	True	@excl_rehomed_bin_wet_dissolve
witnessexclusionrow	witness_exclusion_frontier	affected_set_provenance_producer_witness_test.dag	reason	0	True	XREF	WitnessExclusionRow.reason	False	@excl_substrate_long_lane_reason
