file	line	col	expected	found	pair_signature	root	reason	entry
src/v2_compiler_tokenize.rs	137	184	Rc<Nat>	integer	expected `Rc<Nat>`, found `integer`	B3	modeled_numeric_vs_native	03_ingest
src/v2_compiler_tokenize.rs	137	202	Rc<Nat>	i64	expected `Rc<Nat>`, found `i64`	B3	modeled_numeric_vs_native	03_ingest
src/v2_compiler_tokenize.rs	137	210	Rc<Nat>	integer	expected `Rc<Nat>`, found `integer`	B3	modeled_numeric_vs_native	03_ingest
src/v2_compiler_tokenize.rs	145	15	Rc<Vector<_>>	String	expected `Rc<Vector<_>>`, found `String`	T2	text_carrier_vs_string	03_ingest
src/v2_compiler_tokenize.rs	146	11	Rc<Vector<i64>>	String	expected `Rc<Vector<i64>>`, found `String`	T2	text_carrier_vs_string	03_ingest
src/v2_compiler_tokenize.rs	157	16	String	Rc<Vector<i64>>	expected `String`, found `Rc<Vector<i64>>`	T2	text_carrier_vs_string	03_ingest
src/v2_compiler_tokenize.rs	198	16	String	Rc<Vector<i64>>	expected `String`, found `Rc<Vector<i64>>`	T2	text_carrier_vs_string	03_ingest
src/v2_compiler_tokenize.rs	199	13	String	Rc<Vector<i64>>	expected `String`, found `Rc<Vector<i64>>`	T2	text_carrier_vs_string	03_ingest
src/v2_compiler_tokenize.rs	228	13	Rc<Vector<_>>	String	expected `Rc<Vector<_>>`, found `String`	T2	text_carrier_vs_string	03_ingest
src/v2_compiler_tokenize.rs	228	13	String	Rc<Vector<_>>	expected `String`, found `Rc<Vector<_>>`	T2	text_carrier_vs_string	03_ingest
src/v2_compiler_tokenize.rs	228	25	Rc<Vector<_>>	String	expected `Rc<Vector<_>>`, found `String`	T2	text_carrier_vs_string	03_ingest
src/v2_compiler_tokenize.rs	251	13	Rc<Vector<_>>	String	expected `Rc<Vector<_>>`, found `String`	T2	text_carrier_vs_string	03_ingest
src/v2_compiler_tokenize.rs	251	13	String	Rc<Vector<_>>	expected `String`, found `Rc<Vector<_>>`	T2	text_carrier_vs_string	03_ingest
src/v2_compiler_tokenize.rs	251	25	Rc<Vector<_>>	String	expected `Rc<Vector<_>>`, found `String`	T2	text_carrier_vs_string	03_ingest
src/v2_compiler_tokenize.rs	272	13	Rc<Vector<_>>	String	expected `Rc<Vector<_>>`, found `String`	T2	text_carrier_vs_string	03_ingest
src/v2_compiler_tokenize.rs	272	13	String	Rc<Vector<_>>	expected `String`, found `Rc<Vector<_>>`	T2	text_carrier_vs_string	03_ingest
src/v2_compiler_tokenize.rs	272	25	Rc<Vector<_>>	String	expected `Rc<Vector<_>>`, found `String`	T2	text_carrier_vs_string	03_ingest
src/v2_compiler_tokenize.rs	297	13	String	Rc<Vector<_>>	expected `String`, found `Rc<Vector<_>>`	T2	text_carrier_vs_string	03_ingest
src/v2_compiler_tokenize.rs	340	13	Rc<Vector<_>>	String	expected `Rc<Vector<_>>`, found `String`	T2	text_carrier_vs_string	03_ingest
src/v2_compiler_tokenize.rs	340	13	String	Rc<Vector<_>>	expected `String`, found `Rc<Vector<_>>`	T2	text_carrier_vs_string	03_ingest
src/v2_compiler_tokenize.rs	340	25	Rc<Vector<_>>	String	expected `Rc<Vector<_>>`, found `String`	T2	text_carrier_vs_string	03_ingest
src/v2_compiler_tokenize.rs	362	13	String	Rc<Vector<_>>	expected `String`, found `Rc<Vector<_>>`	T2	text_carrier_vs_string	03_ingest
src/v2_compiler_tokenize.rs	370	13	String	Rc<Vector<_>>	expected `String`, found `Rc<Vector<_>>`	T2	text_carrier_vs_string	03_ingest
src/v2_compiler_tokenize.rs	465	57	Rc<Vector<_>>	String	expected `Rc<Vector<_>>`, found `String`	T2	text_carrier_vs_string	03_ingest
src/v2_compiler_tokenize.rs	466	58	Rc<Vector<_>>	String	expected `Rc<Vector<_>>`, found `String`	T2	text_carrier_vs_string	03_ingest
src/v2_compiler_tokenize.rs	467	62	Rc<Vector<_>>	String	expected `Rc<Vector<_>>`, found `String`	T2	text_carrier_vs_string	03_ingest
src/v2_compiler_tokenize.rs	561	99	Rc<Vector<i64>>	String	expected `Rc<Vector<i64>>`, found `String`	T2	text_carrier_vs_string	03_ingest
src/v2_compiler_tokenize.rs	562	36	Rc<Vector<_>>	String	expected `Rc<Vector<_>>`, found `String`	T2	text_carrier_vs_string	03_ingest
src/v2_compiler_tokenize.rs	588	36	Rc<Vector<_>>	String	expected `Rc<Vector<_>>`, found `String`	T2	text_carrier_vs_string	03_ingest
src/v2_compiler_tokenize.rs	591	99	Rc<Vector<i64>>	String	expected `Rc<Vector<i64>>`, found `String`	T2	text_carrier_vs_string	03_ingest
src/v2_compiler_tokenize.rs	592	36	Rc<Vector<_>>	String	expected `Rc<Vector<_>>`, found `String`	T2	text_carrier_vs_string	03_ingest
src/v2_compiler_tokenize.rs	620	36	Rc<Vector<_>>	String	expected `Rc<Vector<_>>`, found `String`	T2	text_carrier_vs_string	03_ingest
src/v2_compiler_tokenize.rs	622	99	Rc<Vector<i64>>	String	expected `Rc<Vector<i64>>`, found `String`	T2	text_carrier_vs_string	03_ingest
src/v2_compiler_tokenize.rs	623	36	Rc<Vector<_>>	String	expected `Rc<Vector<_>>`, found `String`	T2	text_carrier_vs_string	03_ingest
src/v2_compiler_tokenize.rs	685	43	Rc<Vector<_>>	String	expected `Rc<Vector<_>>`, found `String`	T2	text_carrier_vs_string	03_ingest
