tag	file	name	candidate_modules
compile	dag/ctrl/code_change_workflow.dag	Present	gunbc.srv3_install_media_fetch,v2.std.collection
compile	dag/ctrl/code_change_workflow.dag	ctx	std.markup,v1.compiler.infer,v1.compiler.parse
compile	dag/ctrl/code_change_workflow.dag	refusal	extdeps.llm.openai,gunbc.srv3_os_install_actuate_scope
compile	dag/ctrl/code_change_workflow.dag	Open	extdeps.github.pulls,gunbc.workflow.types,v2.test.fixture.task_manager_demo
compile	dag/ctrl/pr_digests.dag	List	std.types,v2.std.collection
compile	dag/ctrl/pr_digests.dag	PullRequest	extdeps.github.actions,extdeps.github.pulls
compile	dag/ctrl/pr_digests.dag	error	extdeps.cloud.gcp.errors,extdeps.docker.container_inspect,extdeps.ebay.oauth,extdeps.llm.anthropic_errors,extdeps.llm.openai_errors,gunbc.workflow.types,v1.compiler.parse,v2.compiler.tokenize
compile	dag/ctrl/process_algebra.dag	node	examples.js_site,gunbc.roadmap_model,std.verification,v1.compiler.dag_collect_support,v1.compiler.emit_rust,v2.compiler.eval,v2.compiler.infer,v2.compiler.parse,v2.compiler.self_host,v2.compiler.source_authority,v2.extdeps.formats.spice,v2.lens.live_read_classification,v2.std.artifact,v2.std.compilers.target_model,v2.std.concept_index,v2.std.constraints,v2.std.decl_index,v2.std.fn_index,v2.std.fold_assembly,v2.workflow.executor,v2.workflow.module_resolution_plan,v2.workflow.realization_runner,v2.workflow.runtime_run
compile	dag/ctrl/process_algebra.dag	refusal	extdeps.llm.openai,gunbc.srv3_os_install_actuate_scope
compile	dag/ctrl/process_algebra.dag	children	extdeps.languages.html,product.budget_tree,v1.compiler.infer,v1.std.core,v2.extdeps.frameworks.react,v2.std.node
compile	dag/ctrl/process_algebra.dag	from	std.types,v1.compiler.languages,v2.extdeps.coordination
compile	dag/ctrl/process_algebra.dag	mode	extdeps.access.posix,gunbc.ci_spec,v2.extdeps.runtimes.v2_effect_io_host,v2.extdeps.typecheckers.pyright,v2.lens.cost,v2.lens.enforcement.contract
compile	dag/ctrl/process_algebra.dag	passed	std.types,v2.std.probe_selector
compile	dag/ctrl/process_algebra.dag	parent	gunbc.roadmap_model,std.types,v2.extdeps.posix,v2.lens.cost
compile	dag/ctrl/process_algebra.dag	rule	gunbc.bootstrap,gunbc.design_document,v2.compiler.tokenize,v2.std.witness
compile	dag/ctrl/review_verdict.dag	name	extdeps.access.posix,extdeps.bmc.types,extdeps.cargo,extdeps.cloud.cloud,extdeps.cloud.gcp.gcp,extdeps.cloud.gcp.iam,extdeps.cloud.gcp.secret_manager,extdeps.dns.domain_name,extdeps.docker.container_inspect,extdeps.docker.container_stats,extdeps.ebay.errors,extdeps.git,extdeps.github.actions,extdeps.github.checks,extdeps.github.github,extdeps.github.workflow_runs,extdeps.gitignore,extdeps.gunbc,extdeps.http.server,extdeps.languages.rust.emit,extdeps.llm.anthropic,extdeps.llm.openai,extdeps.object_storage,extdeps.os.systemd,extdeps.sql.migration,extdeps.tcgplayer.catalog,extdeps.toolchain.types,extdeps.tools,gunbc.host_converge,gunbc.host_converge_delta,product.budget_tree,std.algebra,std.behavioral,std.http_path,std.interface_summary,std.languages,std.markup,std.materialization_ladder,std.methods,std.os.invocation,std.primitives,std.types,std.unicode,std.verification,test.claim.effects_witness_test,tools.build_step,tools.readme,v1.compiler.artifact,v1.compiler.complexity,v1.compiler.emit_rust,v1.compiler.infer_emit_info,v1.compiler.infer_env,v1.compiler.infer_items,v1.compiler.infer_service,v1.compiler.infer_sigs,v1.compiler.ownership,v1.compiler.parse,v1.std.core,v2.compiler.discovery_enumeration,v2.compiler.name_resolve,v2.compiler.program_partition,v2.compiler.resolve,v2.extdeps.formats.openapi,v2.extdeps.formats.spice,v2.extdeps.formats.sql,v2.extdeps.formatters.lean4_format,v2.extdeps.languages.lean,v2.extdeps.languages.llvm_ir,v2.extdeps.languages.machine_code,v2.extdeps.languages.verilog,v2.lens.complexity_accumulator_copy,v2.lens.complexity_lowering,v2.lens.intent_linearity,v2.lens.no_dual_representation_test.scan,v2.std.concept_index,v2.std.data_index,v2.std.decl_index,v2.std.fn_index,v2.std.grammar,v2.std.network,v2.std.node_minimal,v2.std.orchestration,v2.std.timeseries_signal
compile	dag/ctrl/review_verdict.dag	policy	extdeps.os.oomd,v2.compiler.resolve
compile	dag/ctrl/review_verdict.dag	request	v2.extdeps.file_system,v2.std.runtime
compile	dag/ctrl/review_verdict.dag	Int	std.integer,v2.extdeps.languages.cpp,v2.extdeps.languages.go,v2.std.integer
compile	dag/ctrl/review_verdict.dag	List	std.types,v2.std.collection
compile	dag/ctrl/review_verdict.dag	provider	extdeps.cloud.cloud,gunbc.ci_fleet,gunbc.fleet_intent,gunbc.workflow.types
compile	dag/ctrl/review_verdict.dag	report	v2.std.report,v2.test.workflow.testclaim_corpus_runner
compile	dag/ctrl/review_verdict.dag	state	extdeps.cloud.gcp.secret_manager,extdeps.docker.container_inspect,extdeps.github.pulls,gunbc.digest_render,std.markdown,v2.compiler.name_resolve,v2.extdeps.posix,v2.test.manual.nodefold_topdown_inline_algebra
compile	dag/ctrl/review_verdict.dag	Bool	std.types,v2.std.logic
compile	dag/examples/cost_estimate/cost_estimate.dag	p	gunbc.design_document,gunbc.plans.ci_oom_reclassification,gunbc.plans.md_helpers,gunbc.plans.wiring_liveness_preflight
compile	dag/examples/gunbhub_serve_program/gunbhub_serve_program.dag	code	extdeps.cloud.gcp.errors,extdeps.llm.openai_errors,v2.std.host_run
compile	dag/examples/gunbhub_serve_program/gunbhub_serve_program.dag	body	ctrl.review_verdict,extdeps.github.pulls,extdeps.http.server,extdeps.test.http_pilot,gunbc.gunbhub_serve,gunbc.plan,gunbc.roadmap_static_site,gunbc.workflow.types,std.types,v1.compiler.complexity,v1.std.core,v2.extdeps.file_system,v2.extdeps.formats.spice,v2.extdeps.languages.lean,v2.extdeps.languages.llvm_ir,v2.lens.testgen,v2.std.compilers.target_model,v2.std.float,v2.std.orchestration
compile	dag/examples/gunbhub_serve_program/gunbhub_serve_program.dag	reason	ctrl.process_algebra,extdeps.uri_validation,gunbc.bootstrap,gunbc.fleet_converge_cli,gunbc.host_converge,std.effects,std.lens_verdict,v1.compiler.complexity,v2.lens.enforcement.grammar_coverage,v2.lens.reference_deps,v2.std.diagnostic,v2.std.refinement,v2.std.report,v2.test.workflow.testclaim_corpus_runner,v2.workflow.compile_door_ledger
compile	dag/examples/gunbhub_serve_program/gunbhub_serve_program.dag	GET	std.types,v2.std.network
compile	dag/examples/gunbhub_serve_program/gunbhub_serve_program.dag	method	extdeps.http.server,gunbc.gunbhub_serve,std.effects,std.types
compile	dag/examples/gunbhub_serve_program/gunbhub_serve_program.dag	source	extdeps.audit.cloudevents,extdeps.cargo,extdeps.cloud.gcp.iam,extdeps.container.oci.runtime_config,extdeps.gitignore,gunbc.workflow.types,v2.compiler.self_host,v2.compiler.self_host.compiler_closure_emit,v2.compiler.source_authority,v2.extdeps.languages.ptx,v2.extdeps.posix,v2.lens.cost,v2.lens.determinism,v2.std.algebra,v2.std.datetime,v2.std.dependency,v2.std.leaf_model_verification,v2.workflow.bootstrap
compile	dag/examples/gunbhub_serve_program/gunbhub_serve_program.dag	status	extdeps.cloud.gcp.errors,extdeps.docker.container_inspect,extdeps.git,extdeps.github.checks,extdeps.github.workflow_runs,extdeps.http.server,extdeps.llm.openai,extdeps.router.verizon_cr1000a,extdeps.tailscale.acl_api,gunbc.accelerator_demo_gpu,gunbc.gunbhub_serve,gunbc.workflow.types,std.types,v1.compiler.infer_patterns,v2.test.fixture.task_manager_demo,v2.test.manual.cross_language_add_python_to_typescript
compile	dag/examples/gunbhub_serve_program/gunbhub_serve_program.dag	ExitSuccess	extdeps.transports.shell,std.process
compile	dag/examples/html_markup_smoke/html_markup_smoke.dag	code	extdeps.cloud.gcp.errors,extdeps.llm.openai_errors,v2.std.host_run
compile	dag/examples/html_markup_smoke/html_markup_smoke.dag	expected	gunbc.tools.grounding_confirm,std.realization_width,test.claim.host_standup_spine,v2.std.host_run,v2.std.test_claim_falsification,v2.test.lens_affected_set.node_precision,v2.test.lens_effect.effect_depends_on,v2.test.lens_idempotency.write_effect,v2.test.lens_ownership.resource_dependency,v2.test.lens_parallelism.data_dependency,v2.test.lens_structural_resolution.claim_carrier,v2.test.lens_unused_parameters.binds_to_edge,v2.test.lens_unused_parameters.non_use_edges,v2.test.lens_unused_parameters.rollup_unused_declaration,v2.test.workflow.claim_witness_corpus_ci_runner
compile	dag/examples/html_markup_smoke/html_markup_smoke.dag	reason	ctrl.process_algebra,extdeps.uri_validation,gunbc.bootstrap,gunbc.fleet_converge_cli,gunbc.host_converge,std.effects,std.lens_verdict,v1.compiler.complexity,v2.lens.enforcement.grammar_coverage,v2.lens.reference_deps,v2.std.diagnostic,v2.std.refinement,v2.std.report,v2.test.workflow.testclaim_corpus_runner,v2.workflow.compile_door_ledger
compile	dag/examples/html_markup_smoke/html_markup_smoke.dag	ExitSuccess	extdeps.transports.shell,std.process
compile	dag/examples/html_markup_smoke/html_markup_smoke.dag	String	std.string_type,v2.std.text
compile	dag/examples/html_markup_smoke/html_markup_smoke.dag	text	ctrl.process_algebra,extdeps.languages.yaml.ingest,extdeps.llm.anthropic,extdeps.llm.openai,std.render,v1.compiler.emit,v1.compiler.tokenize,v1.std.core,v2.std.text
compile	dag/examples/html_markup_smoke/html_markup_smoke.dag	name	extdeps.access.posix,extdeps.bmc.types,extdeps.cargo,extdeps.cloud.cloud,extdeps.cloud.gcp.gcp,extdeps.cloud.gcp.iam,extdeps.cloud.gcp.secret_manager,extdeps.dns.domain_name,extdeps.docker.container_inspect,extdeps.docker.container_stats,extdeps.ebay.errors,extdeps.git,extdeps.github.actions,extdeps.github.checks,extdeps.github.github,extdeps.github.workflow_runs,extdeps.gitignore,extdeps.gunbc,extdeps.http.server,extdeps.languages.rust.emit,extdeps.llm.anthropic,extdeps.llm.openai,extdeps.object_storage,extdeps.os.systemd,extdeps.sql.migration,extdeps.tcgplayer.catalog,extdeps.toolchain.types,extdeps.tools,gunbc.host_converge,gunbc.host_converge_delta,product.budget_tree,std.algebra,std.behavioral,std.http_path,std.interface_summary,std.languages,std.markup,std.materialization_ladder,std.methods,std.os.invocation,std.primitives,std.types,std.unicode,std.verification,test.claim.effects_witness_test,tools.build_step,tools.readme,v1.compiler.artifact,v1.compiler.complexity,v1.compiler.emit_rust,v1.compiler.infer_emit_info,v1.compiler.infer_env,v1.compiler.infer_items,v1.compiler.infer_service,v1.compiler.infer_sigs,v1.compiler.ownership,v1.compiler.parse,v1.std.core,v2.compiler.discovery_enumeration,v2.compiler.name_resolve,v2.compiler.program_partition,v2.compiler.resolve,v2.extdeps.formats.openapi,v2.extdeps.formats.spice,v2.extdeps.formats.sql,v2.extdeps.formatters.lean4_format,v2.extdeps.languages.lean,v2.extdeps.languages.llvm_ir,v2.extdeps.languages.machine_code,v2.extdeps.languages.verilog,v2.lens.complexity_accumulator_copy,v2.lens.complexity_lowering,v2.lens.intent_linearity,v2.lens.no_dual_representation_test.scan,v2.std.concept_index,v2.std.data_index,v2.std.decl_index,v2.std.fn_index,v2.std.grammar,v2.std.network,v2.std.node_minimal,v2.std.orchestration,v2.std.timeseries_signal
compile	dag/examples/html_markup_smoke/html_markup_smoke.dag	tag	extdeps.cron.schedule_model,extdeps.docker,extdeps.tailscale.acl,gunbc.parse_allowlist,product.compute_fabric,std.markup,v2.extdeps.languages.swift,v2.std.node_minimal,v2.test.lens_mock_totality.cron_mock_totality,v2.test.lens_mock_totality.diagnostic_mock_totality,v2.test.lens_mock_totality.filesystem_mock_totality,v2.test.lens_mock_totality.gcp_mock_totality,v2.test.lens_mock_totality.git_mock_totality,v2.test.lens_mock_totality.github_mock_totality,v2.test.lens_mock_totality.http_pilot_mock_totality,v2.test.lens_mock_totality.llm_mock_totality,v2.test.lens_mock_totality.shell_mock_totality
compile	dag/examples/html_markup_smoke/html_markup_smoke.dag	value	extdeps.audit.cloudevents,extdeps.cloud.gcp.sts,extdeps.docker.container_stats,extdeps.ebay.errors,extdeps.ebay.inventory,extdeps.languages.json.emit,extdeps.languages.yaml.types,extdeps.object_storage,extdeps.os.proc_meminfo,std.binding,std.change,std.http_path,std.languages,std.markup,std.types,v1.compiler.parse,v2.compiler.compile,v2.compiler.eval,v2.extdeps.formats.json,v2.extdeps.formats.spice,v2.extdeps.formats.yaml,v2.extdeps.formatters.lean4_format,v2.extdeps.languages.llvm_ir,v2.std.collection,v2.std.compilers.target_model,v2.std.datetime,v2.std.network,v2.std.node,v2.std.node_minimal,v2.std.runtime,v2.std.timeseries_signal,v2.test.manual.chained_generic_field_access,v2.test.manual.fn_as_value,v2.test.manual.generic_instantiation_runtime,v2.workflow.realization_runner
compile	dag/examples/html_markup_smoke/html_markup_smoke.dag	children	extdeps.languages.html,product.budget_tree,v1.compiler.infer,v1.std.core,v2.extdeps.frameworks.react,v2.std.node
witness	dag/examples/interp_test/interp_test.dag	init	extdeps.boot.linux_x86_boot,v2.lens.application,v2.std.node,v2.std.text
witness	dag/examples/interp_test/interp_test.dag	map	std.languages,v2.std.algebra
witness	dag/examples/interp_test/interp_test.dag	acc	v2.compiler.eval,v2.lens.affected_set,v2.lens.application,v2.lens.fn_family
witness	dag/examples/interp_test/interp_test.dag	value	extdeps.audit.cloudevents,extdeps.cloud.gcp.sts,extdeps.docker.container_stats,extdeps.ebay.errors,extdeps.ebay.inventory,extdeps.languages.json.emit,extdeps.languages.yaml.types,extdeps.object_storage,extdeps.os.proc_meminfo,std.binding,std.change,std.http_path,std.languages,std.markup,std.types,v1.compiler.parse,v2.compiler.compile,v2.compiler.eval,v2.extdeps.formats.json,v2.extdeps.formats.spice,v2.extdeps.formats.yaml,v2.extdeps.formatters.lean4_format,v2.extdeps.languages.llvm_ir,v2.std.collection,v2.std.compilers.target_model,v2.std.datetime,v2.std.network,v2.std.node,v2.std.node_minimal,v2.std.runtime,v2.std.timeseries_signal,v2.test.manual.chained_generic_field_access,v2.test.manual.fn_as_value,v2.test.manual.generic_instantiation_runtime,v2.workflow.realization_runner
compile	dag/examples/js_site/js_site.dag	title	extdeps.cloud.gcp.iam,extdeps.ebay.inventory,extdeps.github.checks,extdeps.github.pulls,extdeps.llm.openai,extdeps.test.http_pilot,gunbc.digest_render,gunbc.plan,gunbc.roadmap_dispatch_actuator,gunbc.roadmap_document,gunbc.tools.ebay_listing,gunbc.workflow.types,v2.extdeps.formats.openapi,v2.extdeps.formats.spice,v2.test.fixture.task_manager_demo
compile	dag/examples/js_site/js_site.dag	label	extdeps.github.pulls,gunbc.host_standup,gunbc.roadmap_model,product.hardware_selection,product.network_topology,std.fermi,std.types,std.verification,v2.extdeps.languages.llvm_ir,v2.std.compilers.target_model,v2.std.node,v2.std.probe_selector,v2.test.extdeps_shape_transport_policy.coverage_domain_equivalence,v2.test.layering_imports.coverage_domain_equivalence,v2.test.workflow.batch_runner,v2.test.workflow.claim_witness_corpus_ci_runner,v2.workflow.affected_set_floor_runner
compile	dag/examples/js_site/js_site.dag	value	extdeps.audit.cloudevents,extdeps.cloud.gcp.sts,extdeps.docker.container_stats,extdeps.ebay.errors,extdeps.ebay.inventory,extdeps.languages.json.emit,extdeps.languages.yaml.types,extdeps.object_storage,extdeps.os.proc_meminfo,std.binding,std.change,std.http_path,std.languages,std.markup,std.types,v1.compiler.parse,v2.compiler.compile,v2.compiler.eval,v2.extdeps.formats.json,v2.extdeps.formats.spice,v2.extdeps.formats.yaml,v2.extdeps.formatters.lean4_format,v2.extdeps.languages.llvm_ir,v2.std.collection,v2.std.compilers.target_model,v2.std.datetime,v2.std.network,v2.std.node,v2.std.node_minimal,v2.std.runtime,v2.std.timeseries_signal,v2.test.manual.chained_generic_field_access,v2.test.manual.fn_as_value,v2.test.manual.generic_instantiation_runtime,v2.workflow.realization_runner
compile	dag/examples/js_site/js_site.dag	tag	extdeps.cron.schedule_model,extdeps.docker,extdeps.tailscale.acl,gunbc.parse_allowlist,product.compute_fabric,std.markup,v2.extdeps.languages.swift,v2.std.node_minimal,v2.test.lens_mock_totality.cron_mock_totality,v2.test.lens_mock_totality.diagnostic_mock_totality,v2.test.lens_mock_totality.filesystem_mock_totality,v2.test.lens_mock_totality.gcp_mock_totality,v2.test.lens_mock_totality.git_mock_totality,v2.test.lens_mock_totality.github_mock_totality,v2.test.lens_mock_totality.http_pilot_mock_totality,v2.test.lens_mock_totality.llm_mock_totality,v2.test.lens_mock_totality.shell_mock_totality
compile	dag/examples/js_site/js_site.dag	name	extdeps.access.posix,extdeps.bmc.types,extdeps.cargo,extdeps.cloud.cloud,extdeps.cloud.gcp.gcp,extdeps.cloud.gcp.iam,extdeps.cloud.gcp.secret_manager,extdeps.dns.domain_name,extdeps.docker.container_inspect,extdeps.docker.container_stats,extdeps.ebay.errors,extdeps.git,extdeps.github.actions,extdeps.github.checks,extdeps.github.github,extdeps.github.workflow_runs,extdeps.gitignore,extdeps.gunbc,extdeps.http.server,extdeps.languages.rust.emit,extdeps.llm.anthropic,extdeps.llm.openai,extdeps.object_storage,extdeps.os.systemd,extdeps.sql.migration,extdeps.tcgplayer.catalog,extdeps.toolchain.types,extdeps.tools,gunbc.host_converge,gunbc.host_converge_delta,product.budget_tree,std.algebra,std.behavioral,std.http_path,std.interface_summary,std.languages,std.markup,std.materialization_ladder,std.methods,std.os.invocation,std.primitives,std.types,std.unicode,std.verification,test.claim.effects_witness_test,tools.build_step,tools.readme,v1.compiler.artifact,v1.compiler.complexity,v1.compiler.emit_rust,v1.compiler.infer_emit_info,v1.compiler.infer_env,v1.compiler.infer_items,v1.compiler.infer_service,v1.compiler.infer_sigs,v1.compiler.ownership,v1.compiler.parse,v1.std.core,v2.compiler.discovery_enumeration,v2.compiler.name_resolve,v2.compiler.program_partition,v2.compiler.resolve,v2.extdeps.formats.openapi,v2.extdeps.formats.spice,v2.extdeps.formats.sql,v2.extdeps.formatters.lean4_format,v2.extdeps.languages.lean,v2.extdeps.languages.llvm_ir,v2.extdeps.languages.machine_code,v2.extdeps.languages.verilog,v2.lens.complexity_accumulator_copy,v2.lens.complexity_lowering,v2.lens.intent_linearity,v2.lens.no_dual_representation_test.scan,v2.std.concept_index,v2.std.data_index,v2.std.decl_index,v2.std.fn_index,v2.std.grammar,v2.std.network,v2.std.node_minimal,v2.std.orchestration,v2.std.timeseries_signal
compile	dag/examples/js_site/js_site.dag	field	gunbc.host_identity_knob,gunbc.tools.grounding_confirm,std.cache_interface,std.decl_ref,v1.compiler.infer_resolve,v1.compiler.parse,v2.lens.grounding,v2.lens.grounding_ledger,v2.lens.unit_modeling,v2.std.concept_index,v2.std.runtime
compile	dag/examples/js_site/js_site.dag	count	extdeps.cloud.gcp.sts,extdeps.languages.markdown,std.languages,std.measure,v2.lens.enforcement.grammar_coverage,v2.test.manual.fold_source,v2.workflow.compile_door_ledger
compile	dag/examples/js_site/js_site.dag	Medium	extdeps.communication.medium,product.network_topology,std.behavioral
compile	dag/examples/js_site/js_site.dag	main	examples.gunbhub_serve_program,examples.html_markup_smoke,examples.interp_test,examples.nominal_distinctness_twin,examples.nominal_distinctness_witness
compile	dag/examples/js_site/js_site.dag	String	std.string_type,v2.std.text
compile	dag/examples/js_site/js_site.dag	text	ctrl.process_algebra,extdeps.languages.yaml.ingest,extdeps.llm.anthropic,extdeps.llm.openai,std.render,v1.compiler.emit,v1.compiler.tokenize,v1.std.core,v2.std.text
compile	dag/examples/js_site/js_site.dag	children	extdeps.languages.html,product.budget_tree,v1.compiler.infer,v1.std.core,v2.extdeps.frameworks.react,v2.std.node
compile	dag/examples/js_site/js_site.dag	module_path	extdeps.languages.go.module,std.decl_ref,std.interface_summary,v1.compiler.resolve,v2.compiler.self_host.frontier,v2.compiler.self_host.frontier_band_a_emit_readiness,v2.compiler.self_host.frontier_probe_types,v2.lens.registry,v2.workflow.compile_door_ledger
compile	dag/examples/js_site/js_site.dag	bind	v2.extdeps.coordination,v2.std.runtime
compile	dag/examples/js_site/js_site.dag	decl_name	std.decl_ref,v2.compiler.discovery_enumeration
compile	dag/examples/js_site/js_site_emit.dag	content	extdeps.git.object_store,extdeps.github.gists,extdeps.llm.anthropic,extdeps.llm.openai,gunbc.bootstrap,gunbc.roadmap_model,gunbc.workflow.types,std.types,v1.compiler.compile,v1.std.core,v2.extdeps.file_system,v2.extdeps.formats.openapi,v2.std.host_transport
compile	dag/examples/js_site/js_site_emit.dag	fn_name	v1.compiler.infer,v2.lens.complexity_linearity_audit,v2.lens.no_dual_representation_test.scan,v2.lens.registry
compile	dag/examples/js_site/js_site_emit.dag	Filesystem	extdeps.filesystem.filesystem_io,std.resources,v2.extdeps.file_system
compile	dag/examples/js_site/js_site_emit.dag	init	extdeps.boot.linux_x86_boot,v2.lens.application,v2.std.node,v2.std.text
compile	dag/examples/js_site/js_site_emit.dag	reason	ctrl.process_algebra,extdeps.uri_validation,gunbc.bootstrap,gunbc.fleet_converge_cli,gunbc.host_converge,std.effects,std.lens_verdict,v1.compiler.complexity,v2.lens.enforcement.grammar_coverage,v2.lens.reference_deps,v2.std.diagnostic,v2.std.refinement,v2.std.report,v2.test.workflow.testclaim_corpus_runner,v2.workflow.compile_door_ledger
compile	dag/examples/js_site/js_site_emit.dag	String	std.string_type,v2.std.text
compile	dag/examples/js_site/js_site_emit.dag	acc	v2.compiler.eval,v2.lens.affected_set,v2.lens.application,v2.lens.fn_family
compile	dag/examples/js_site/js_site_emit.dag	ExitSuccess	extdeps.transports.shell,std.process
compile	dag/examples/js_site/js_site_emit.dag	join	std.algebra,std.languages,v2.std.algebra
compile	dag/examples/js_site/js_site_emit.dag	success	extdeps.diagnostic.ssh,extdeps.tcgplayer.catalog,extdeps.tcgplayer.pricing,extdeps.tcgplayer.store,extdeps.tcgplayer.tcgplayer,gunbc.host_effect_realize,std.types,tools.dag_compile_clean_shard_totality_transport,v1.compiler.parse
compile	dag/examples/weather/weather.dag	filter	std.languages,v2.std.algebra
compile	dag/examples/weather/weather.dag	List	std.types,v2.std.collection
compile	dag/examples/weather/weather.dag	map	std.languages,v2.std.algebra
compile	dag/examples/weather/weather.dag	value	extdeps.audit.cloudevents,extdeps.cloud.gcp.sts,extdeps.docker.container_stats,extdeps.ebay.errors,extdeps.ebay.inventory,extdeps.languages.json.emit,extdeps.languages.yaml.types,extdeps.object_storage,extdeps.os.proc_meminfo,std.binding,std.change,std.http_path,std.languages,std.markup,std.types,v1.compiler.parse,v2.compiler.compile,v2.compiler.eval,v2.extdeps.formats.json,v2.extdeps.formats.spice,v2.extdeps.formats.yaml,v2.extdeps.formatters.lean4_format,v2.extdeps.languages.llvm_ir,v2.std.collection,v2.std.compilers.target_model,v2.std.datetime,v2.std.network,v2.std.node,v2.std.node_minimal,v2.std.runtime,v2.std.timeseries_signal,v2.test.manual.chained_generic_field_access,v2.test.manual.fn_as_value,v2.test.manual.generic_instantiation_runtime,v2.workflow.realization_runner
compile	dag/extdeps/access/aws_iam.dag	scheme	extdeps.cloud.cloud,extdeps.uri
compile	dag/extdeps/access/aws_iam.dag	locator	extdeps.boards.asrock_rack,extdeps.os.ubuntu_install_media,extdeps.uri
compile	dag/extdeps/access/posix.dag	user	extdeps.access.rbac,extdeps.access.zanzibar
compile	dag/extdeps/access/posix.dag	scheme	extdeps.cloud.cloud,extdeps.uri
compile	dag/extdeps/access/posix.dag	locator	extdeps.boards.asrock_rack,extdeps.os.ubuntu_install_media,extdeps.uri
compile	dag/extdeps/access/posix.dag	Int	std.integer,v2.extdeps.languages.cpp,v2.extdeps.languages.go,v2.std.integer
compile	dag/extdeps/access/rbac.dag	scheme	extdeps.cloud.cloud,extdeps.uri
compile	dag/extdeps/access/rbac.dag	locator	extdeps.boards.asrock_rack,extdeps.os.ubuntu_install_media,extdeps.uri
compile	dag/extdeps/access/zanzibar.dag	locator	extdeps.boards.asrock_rack,extdeps.os.ubuntu_install_media,extdeps.uri
compile	dag/extdeps/access/zanzibar.dag	scheme	extdeps.cloud.cloud,extdeps.uri
