file	line	col	expected	found	pair_signature	root	reason	entry
src/v2_compiler_eval.rs	1193	82	(callee param order)	(call-site arg order)	arguments to this function are incorrect: reorder	ARG-ORDER	call_argument_order_diverges_from_declaration	03_ingest
src/v2_compiler_eval.rs	1194	82	(callee param order)	(call-site arg order)	arguments to this function are incorrect: reorder	ARG-ORDER	call_argument_order_diverges_from_declaration	03_ingest
src/v2_compiler_eval.rs	1195	83	(callee param order)	(call-site arg order)	arguments to this function are incorrect: reorder	ARG-ORDER	call_argument_order_diverges_from_declaration	03_ingest
src/v2_compiler_eval.rs	1442	67	(callee param order)	(call-site arg order)	arguments to this function are incorrect: reorder	ARG-ORDER	call_argument_order_diverges_from_declaration	03_ingest
src/v2_compiler_infer.rs	164	20	HashMap<Rc<Node>, Rc<InferredFacts>>	Rc<PartialFunction<_, _>>	expected `HashMap<Rc<Node>, Rc<InferredFacts>>`, found `Rc<PartialFunction<_, _>>`	T3	collection_carrier_fork	03_ingest
src/v2_compiler_infer.rs	378	63	Witness<Rc<TerminationProof>>	Witness<TerminationProof>	expected `Witness<Rc<TerminationProof>>`, found `Witness<TerminationProof>`	R1	rc_wrap_at_type_argument_depth	03_ingest
src/v2_compiler_infer.rs	511	20	HashMap<Rc<Node>, Rc<InferredFacts>>	Rc<PartialFunction<_, _>>	expected `HashMap<Rc<Node>, Rc<InferredFacts>>`, found `Rc<PartialFunction<_, _>>`	T3	collection_carrier_fork	03_ingest
src/v2_compiler_infer.rs	520	27	&HashMap<String, _>	&Rc<HashMap<Rc<Node>, Rc<...>>>	expected `&HashMap<String, _>`, found `&Rc<HashMap<Rc<Node>, Rc<...>>>`	RT-builtin	host_builtin_signature_interception	03_ingest
src/v2_compiler_infer.rs	520	41	String	Rc<Node>	expected `String`, found `Rc<Node>`	RT-builtin	host_builtin_signature_interception	03_ingest
src/v2_compiler_name_resolve.rs	493	5	Rc<AdmitExportsFold>	AdmitExportsFold	expected `Rc<AdmitExportsFold>`, found `AdmitExportsFold`	R1	rc_wrap_only	03_ingest
src/v2_compiler_parse.rs	414	27	&HashMap<String, _>	&Rc<HashMap<Rc<ParsePositionKey>, ...>>	expected `&HashMap<String, _>`, found `&Rc<HashMap<Rc<ParsePositionKey>, ...>>`	RT-builtin	host_builtin_signature_interception	03_ingest
src/v2_compiler_parse.rs	414	41	String	Rc<ParsePositionKey>	expected `String`, found `Rc<ParsePositionKey>`	RT-builtin	host_builtin_signature_interception	03_ingest
src/v2_compiler_parse.rs	571	27	OrdSet<String>	Rc<PointwisePower<_>>	expected `OrdSet<String>`, found `Rc<PointwisePower<_>>`	T3	collection_carrier_fork	03_ingest
src/v2_compiler_parse.rs	1033	13	OrdSet<String>	Rc<PointwisePower<_>>	expected `OrdSet<String>`, found `Rc<PointwisePower<_>>`	T3	collection_carrier_fork	03_ingest
src/v2_compiler_parse.rs	1095	53	OrdSet<String>	Rc<PointwisePower<_>>	expected `OrdSet<String>`, found `Rc<PointwisePower<_>>`	T3	collection_carrier_fork	03_ingest
src/v2_compiler_parse.rs	1675	62	OccurrenceId	Rc<NodeOccurrenceId>	expected `OccurrenceId`, found `Rc<NodeOccurrenceId>`	R5	occurrence_identity_carrier_fork	03_ingest
src/v2_compiler_parse.rs	1684	18	Rc<Vector<Rc<Diagnostic>>>	Rc<NonEmptyDiagnostics>	expected `Rc<Vector<Rc<Diagnostic>>>`, found `Rc<NonEmptyDiagnostics>`	DIAG	diagnostic_carrier_fork	03_ingest
src/v2_compiler_resolve.rs	145	13	OrdSet<String>	Rc<PointwisePower<_>>	expected `OrdSet<String>`, found `Rc<PointwisePower<_>>`	T3	collection_carrier_fork	03_ingest
src/v2_compiler_source_authority.rs	696	97	Rc<Diagnostic>	Rc<NonEmptyDiagnostics>	expected `Rc<Diagnostic>`, found `Rc<NonEmptyDiagnostics>`	DIAG	diagnostic_carrier_fork	03_ingest
src/v2_compiler_source_authority.rs	697	95	Rc<Diagnostic>	Rc<NonEmptyDiagnostics>	expected `Rc<Diagnostic>`, found `Rc<NonEmptyDiagnostics>`	DIAG	diagnostic_carrier_fork	03_ingest
src/v2_compiler_source_authority.rs	730	13	Rc<SourceRefReadResult>	SourceRefReadResult	expected `Rc<SourceRefReadResult>`, found `SourceRefReadResult`	R1	rc_wrap_only	03_ingest
src/v2_compiler_source_authority.rs	749	50	Rc<Diagnostic>	Rc<NonEmptyDiagnostics>	expected `Rc<Diagnostic>`, found `Rc<NonEmptyDiagnostics>`	DIAG	diagnostic_carrier_fork	03_ingest
src/v2_compiler_source_authority.rs	1329	8	Rc<Node>	Rc<NormalizedTree>	expected `Rc<Node>`, found `Rc<NormalizedTree>`	RESIDUE	unclassified_pair: Rc<Node> | Rc<NormalizedTree>	03_ingest
src/v2_compiler_source_authority.rs	1329	36	Rc<Node>	Rc<NormalizedTree>	expected `Rc<Node>`, found `Rc<NormalizedTree>`	RESIDUE	unclassified_pair: Rc<Node> | Rc<NormalizedTree>	03_ingest
src/v2_compiler_target_carriers.rs	105	64	Option<Rc<Node>>	Rc<Node>	expected `Option<Rc<Node>>`, found `Rc<Node>`	R2	optional_surface_fork	03_ingest
src/v2_compiler_tokenize.rs	134	33	Rc<Nat>	i64	expected `Rc<Nat>`, found `i64`	B3	modeled_numeric_vs_native	03_ingest
src/v2_compiler_tokenize.rs	134	41	Rc<Nat>	integer	expected `Rc<Nat>`, found `integer`	B3	modeled_numeric_vs_native	03_ingest
src/v2_compiler_tokenize.rs	134	59	Rc<Nat>	i64	expected `Rc<Nat>`, found `i64`	B3	modeled_numeric_vs_native	03_ingest
src/v2_compiler_tokenize.rs	134	67	Rc<Nat>	integer	expected `Rc<Nat>`, found `integer`	B3	modeled_numeric_vs_native	03_ingest
src/v2_compiler_tokenize.rs	135	38	Rc<Nat>	i64	expected `Rc<Nat>`, found `i64`	B3	modeled_numeric_vs_native	03_ingest
src/v2_compiler_tokenize.rs	135	46	Rc<Nat>	integer	expected `Rc<Nat>`, found `integer`	B3	modeled_numeric_vs_native	03_ingest
src/v2_compiler_tokenize.rs	135	64	Rc<Nat>	i64	expected `Rc<Nat>`, found `i64`	B3	modeled_numeric_vs_native	03_ingest
src/v2_compiler_tokenize.rs	135	72	Rc<Nat>	integer	expected `Rc<Nat>`, found `integer`	B3	modeled_numeric_vs_native	03_ingest
src/v2_compiler_tokenize.rs	135	92	Rc<Nat>	i64	expected `Rc<Nat>`, found `i64`	B3	modeled_numeric_vs_native	03_ingest
src/v2_compiler_tokenize.rs	135	100	Rc<Nat>	integer	expected `Rc<Nat>`, found `integer`	B3	modeled_numeric_vs_native	03_ingest
src/v2_compiler_tokenize.rs	135	118	Rc<Nat>	i64	expected `Rc<Nat>`, found `i64`	B3	modeled_numeric_vs_native	03_ingest
src/v2_compiler_tokenize.rs	135	126	Rc<Nat>	integer	expected `Rc<Nat>`, found `integer`	B3	modeled_numeric_vs_native	03_ingest
src/v2_compiler_tokenize.rs	135	147	Rc<Nat>	i64	expected `Rc<Nat>`, found `i64`	B3	modeled_numeric_vs_native	03_ingest
src/v2_compiler_tokenize.rs	135	155	Rc<Nat>	integer	expected `Rc<Nat>`, found `integer`	B3	modeled_numeric_vs_native	03_ingest
src/v2_compiler_tokenize.rs	135	173	Rc<Nat>	i64	expected `Rc<Nat>`, found `i64`	B3	modeled_numeric_vs_native	03_ingest
src/v2_compiler_tokenize.rs	135	181	Rc<Nat>	integer	expected `Rc<Nat>`, found `integer`	B3	modeled_numeric_vs_native	03_ingest
src/v2_compiler_tokenize.rs	136	40	Rc<Nat>	i64	expected `Rc<Nat>`, found `i64`	B3	modeled_numeric_vs_native	03_ingest
src/v2_compiler_tokenize.rs	136	48	Rc<Nat>	integer	expected `Rc<Nat>`, found `integer`	B3	modeled_numeric_vs_native	03_ingest
src/v2_compiler_tokenize.rs	136	66	Rc<Nat>	i64	expected `Rc<Nat>`, found `i64`	B3	modeled_numeric_vs_native	03_ingest
src/v2_compiler_tokenize.rs	136	74	Rc<Nat>	integer	expected `Rc<Nat>`, found `integer`	B3	modeled_numeric_vs_native	03_ingest
src/v2_compiler_tokenize.rs	136	94	Rc<Nat>	i64	expected `Rc<Nat>`, found `i64`	B3	modeled_numeric_vs_native	03_ingest
src/v2_compiler_tokenize.rs	136	102	Rc<Nat>	integer	expected `Rc<Nat>`, found `integer`	B3	modeled_numeric_vs_native	03_ingest
src/v2_compiler_tokenize.rs	136	120	Rc<Nat>	i64	expected `Rc<Nat>`, found `i64`	B3	modeled_numeric_vs_native	03_ingest
src/v2_compiler_tokenize.rs	136	128	Rc<Nat>	integer	expected `Rc<Nat>`, found `integer`	B3	modeled_numeric_vs_native	03_ingest
src/v2_compiler_tokenize.rs	137	44	Rc<Nat>	i64	expected `Rc<Nat>`, found `i64`	B3	modeled_numeric_vs_native	03_ingest
src/v2_compiler_tokenize.rs	137	52	Rc<Nat>	integer	expected `Rc<Nat>`, found `integer`	B3	modeled_numeric_vs_native	03_ingest
src/v2_compiler_tokenize.rs	137	70	Rc<Nat>	i64	expected `Rc<Nat>`, found `i64`	B3	modeled_numeric_vs_native	03_ingest
src/v2_compiler_tokenize.rs	137	78	Rc<Nat>	integer	expected `Rc<Nat>`, found `integer`	B3	modeled_numeric_vs_native	03_ingest
src/v2_compiler_tokenize.rs	137	98	Rc<Nat>	i64	expected `Rc<Nat>`, found `i64`	B3	modeled_numeric_vs_native	03_ingest
src/v2_compiler_tokenize.rs	137	106	Rc<Nat>	integer	expected `Rc<Nat>`, found `integer`	B3	modeled_numeric_vs_native	03_ingest
src/v2_compiler_tokenize.rs	137	124	Rc<Nat>	i64	expected `Rc<Nat>`, found `i64`	B3	modeled_numeric_vs_native	03_ingest
src/v2_compiler_tokenize.rs	137	132	Rc<Nat>	integer	expected `Rc<Nat>`, found `integer`	B3	modeled_numeric_vs_native	03_ingest
src/v2_compiler_tokenize.rs	137	176	Rc<Nat>	i64	expected `Rc<Nat>`, found `i64`	B3	modeled_numeric_vs_native	03_ingest
src/v2_compiler_tokenize.rs	137	184	Rc<Nat>	integer	expected `Rc<Nat>`, found `integer`	B3	modeled_numeric_vs_native	03_ingest
src/v2_compiler_tokenize.rs	137	202	Rc<Nat>	i64	expected `Rc<Nat>`, found `i64`	B3	modeled_numeric_vs_native	03_ingest
src/v2_compiler_tokenize.rs	137	210	Rc<Nat>	integer	expected `Rc<Nat>`, found `integer`	B3	modeled_numeric_vs_native	03_ingest
src/v2_compiler_tokenize.rs	145	15	Rc<Vector<_>>	String	expected `Rc<Vector<_>>`, found `String`	T2	text_carrier_vs_string	03_ingest
src/v2_compiler_tokenize.rs	146	11	Rc<Vector<i64>>	String	expected `Rc<Vector<i64>>`, found `String`	T2	text_carrier_vs_string	03_ingest
src/v2_compiler_tokenize.rs	157	16	String	Rc<Vector<i64>>	expected `String`, found `Rc<Vector<i64>>`	T2	text_carrier_vs_string	03_ingest
src/v2_compiler_tokenize.rs	198	16	String	Rc<Vector<i64>>	expected `String`, found `Rc<Vector<i64>>`	T2	text_carrier_vs_string	03_ingest
src/v2_compiler_tokenize.rs	199	13	String	Rc<Vector<i64>>	expected `String`, found `Rc<Vector<i64>>`	T2	text_carrier_vs_string	03_ingest
src/v2_compiler_tokenize.rs	228	13	Rc<Vector<_>>	String	expected `Rc<Vector<_>>`, found `String`	T2	text_carrier_vs_string	03_ingest
src/v2_compiler_tokenize.rs	228	13	String	Rc<Vector<_>>	expected `String`, found `Rc<Vector<_>>`	T2	text_carrier_vs_string	03_ingest
src/v2_compiler_tokenize.rs	228	25	Rc<Vector<_>>	String	expected `Rc<Vector<_>>`, found `String`	T2	text_carrier_vs_string	03_ingest
src/v2_compiler_tokenize.rs	251	13	Rc<Vector<_>>	String	expected `Rc<Vector<_>>`, found `String`	T2	text_carrier_vs_string	03_ingest
src/v2_compiler_tokenize.rs	251	13	String	Rc<Vector<_>>	expected `String`, found `Rc<Vector<_>>`	T2	text_carrier_vs_string	03_ingest
src/v2_compiler_tokenize.rs	251	25	Rc<Vector<_>>	String	expected `Rc<Vector<_>>`, found `String`	T2	text_carrier_vs_string	03_ingest
src/v2_compiler_tokenize.rs	272	13	Rc<Vector<_>>	String	expected `Rc<Vector<_>>`, found `String`	T2	text_carrier_vs_string	03_ingest
src/v2_compiler_tokenize.rs	272	13	String	Rc<Vector<_>>	expected `String`, found `Rc<Vector<_>>`	T2	text_carrier_vs_string	03_ingest
src/v2_compiler_tokenize.rs	272	25	Rc<Vector<_>>	String	expected `Rc<Vector<_>>`, found `String`	T2	text_carrier_vs_string	03_ingest
src/v2_compiler_tokenize.rs	297	13	String	Rc<Vector<_>>	expected `String`, found `Rc<Vector<_>>`	T2	text_carrier_vs_string	03_ingest
src/v2_compiler_tokenize.rs	340	13	Rc<Vector<_>>	String	expected `Rc<Vector<_>>`, found `String`	T2	text_carrier_vs_string	03_ingest
src/v2_compiler_tokenize.rs	340	13	String	Rc<Vector<_>>	expected `String`, found `Rc<Vector<_>>`	T2	text_carrier_vs_string	03_ingest
src/v2_compiler_tokenize.rs	340	25	Rc<Vector<_>>	String	expected `Rc<Vector<_>>`, found `String`	T2	text_carrier_vs_string	03_ingest
src/v2_compiler_tokenize.rs	362	13	String	Rc<Vector<_>>	expected `String`, found `Rc<Vector<_>>`	T2	text_carrier_vs_string	03_ingest
src/v2_compiler_tokenize.rs	370	13	String	Rc<Vector<_>>	expected `String`, found `Rc<Vector<_>>`	T2	text_carrier_vs_string	03_ingest
src/v2_compiler_tokenize.rs	465	57	Rc<Vector<_>>	String	expected `Rc<Vector<_>>`, found `String`	T2	text_carrier_vs_string	03_ingest
src/v2_compiler_tokenize.rs	466	58	Rc<Vector<_>>	String	expected `Rc<Vector<_>>`, found `String`	T2	text_carrier_vs_string	03_ingest
src/v2_compiler_tokenize.rs	467	62	Rc<Vector<_>>	String	expected `Rc<Vector<_>>`, found `String`	T2	text_carrier_vs_string	03_ingest
src/v2_compiler_tokenize.rs	561	99	Rc<Vector<i64>>	String	expected `Rc<Vector<i64>>`, found `String`	T2	text_carrier_vs_string	03_ingest
src/v2_compiler_tokenize.rs	562	36	Rc<Vector<_>>	String	expected `Rc<Vector<_>>`, found `String`	T2	text_carrier_vs_string	03_ingest
src/v2_compiler_tokenize.rs	588	36	Rc<Vector<_>>	String	expected `Rc<Vector<_>>`, found `String`	T2	text_carrier_vs_string	03_ingest
src/v2_compiler_tokenize.rs	591	99	Rc<Vector<i64>>	String	expected `Rc<Vector<i64>>`, found `String`	T2	text_carrier_vs_string	03_ingest
src/v2_compiler_tokenize.rs	592	36	Rc<Vector<_>>	String	expected `Rc<Vector<_>>`, found `String`	T2	text_carrier_vs_string	03_ingest
src/v2_compiler_tokenize.rs	620	36	Rc<Vector<_>>	String	expected `Rc<Vector<_>>`, found `String`	T2	text_carrier_vs_string	03_ingest
src/v2_compiler_tokenize.rs	622	99	Rc<Vector<i64>>	String	expected `Rc<Vector<i64>>`, found `String`	T2	text_carrier_vs_string	03_ingest
src/v2_compiler_tokenize.rs	623	36	Rc<Vector<_>>	String	expected `Rc<Vector<_>>`, found `String`	T2	text_carrier_vs_string	03_ingest
src/v2_compiler_tokenize.rs	685	43	Rc<Vector<_>>	String	expected `Rc<Vector<_>>`, found `String`	T2	text_carrier_vs_string	03_ingest
src/v2_extdeps_languages_dag.rs	1218	13	OrdSet<String>	Rc<PointwisePower<_>>	expected `OrdSet<String>`, found `Rc<PointwisePower<_>>`	T3	collection_carrier_fork	03_ingest
src/v2_extdeps_languages_dag.rs	1224	13	OrdSet<String>	Rc<PointwisePower<_>>	expected `OrdSet<String>`, found `Rc<PointwisePower<_>>`	T3	collection_carrier_fork	03_ingest
src/v2_extdeps_languages_dag.rs	1234	13	OrdSet<String>	Rc<PointwisePower<_>>	expected `OrdSet<String>`, found `Rc<PointwisePower<_>>`	T3	collection_carrier_fork	03_ingest
src/v2_extdeps_languages_dag.rs	1878	20	Rc<NodeOccurrenceId>	OccurrenceId	expected `Rc<NodeOccurrenceId>`, found `OccurrenceId`	R5	occurrence_identity_carrier_fork	03_ingest
src/v2_extdeps_languages_dag.rs	2190	5	OccurrenceId	Rc<NodeOccurrenceId>	expected `OccurrenceId`, found `Rc<NodeOccurrenceId>`	R5	occurrence_identity_carrier_fork	03_ingest
src/v2_extdeps_languages_dag.rs	2199	5	OccurrenceId	Rc<NodeOccurrenceId>	expected `OccurrenceId`, found `Rc<NodeOccurrenceId>`	R5	occurrence_identity_carrier_fork	03_ingest
src/v2_extdeps_languages_dag.rs	2203	54	OccurrenceId	Rc<NodeOccurrenceId>	expected `OccurrenceId`, found `Rc<NodeOccurrenceId>`	R5	occurrence_identity_carrier_fork	03_ingest
src/v2_extdeps_languages_dag.rs	3055	56	Option<Rc<TargetEmitHostRuntimeRow>>	Rc<TargetEmitHostRuntimeRow>	expected `Option<Rc<TargetEmitHostRuntimeRow>>`, found `Rc<TargetEmitHostRuntimeRow>`	R2	optional_surface_fork	03_ingest
src/v2_extdeps_languages_dag.rs	3100	56	Option<Rc<TargetEmitHostRuntimeRow>>	Rc<TargetEmitHostRuntimeRow>	expected `Option<Rc<TargetEmitHostRuntimeRow>>`, found `Rc<TargetEmitHostRuntimeRow>`	R2	optional_surface_fork	03_ingest
src/v2_extdeps_languages_dag.rs	3145	56	Option<Rc<TargetEmitHostRuntimeRow>>	Rc<TargetEmitHostRuntimeRow>	expected `Option<Rc<TargetEmitHostRuntimeRow>>`, found `Rc<TargetEmitHostRuntimeRow>`	R2	optional_surface_fork	03_ingest
src/v2_extdeps_languages_fidelity.rs	27	79	Feature	&Feature	expected `Feature`, found `&Feature`	A-clone	generic_param_clone_bound_absent	03_ingest
src/v2_extdeps_languages_llvm_ir.rs	1134	13	HashMap<String, Rc<Node>>	Rc<PartialFunction<_, _>>	expected `HashMap<String, Rc<Node>>`, found `Rc<PartialFunction<_, _>>`	T3	collection_carrier_fork	03_ingest
src/v2_extdeps_languages_llvm_ir.rs	1179	13	HashMap<String, Rc<Node>>	Rc<PartialFunction<_, _>>	expected `HashMap<String, Rc<Node>>`, found `Rc<PartialFunction<_, _>>`	T3	collection_carrier_fork	03_ingest
src/v2_extdeps_runtimes_v2_effect_io_pure.rs	118	23	HashMap<Rc<EnvironmentBindingKey>, ...>	Rc<PartialFunction<_, _>>	expected `HashMap<Rc<EnvironmentBindingKey>, ...>`, found `Rc<PartialFunction<_, _>>`	T3	collection_carrier_fork	03_ingest
src/v2_extdeps_runtimes_v2_evaluator.rs	160	13	HashMap<Rc<EnvironmentBindingKey>, ...>	Rc<PartialFunction<_, _>>	expected `HashMap<Rc<EnvironmentBindingKey>, ...>`, found `Rc<PartialFunction<_, _>>`	T3	collection_carrier_fork	03_ingest
src/v2_extdeps_runtimes_v2_evaluator.rs	332	5	Rc<Edge>	Edge	expected `Rc<Edge>`, found `Edge`	R1	rc_wrap_only	03_ingest
src/v2_lens_complexity_accumulator_copy.rs	191	11	SymbolicCost	Rc<SymbolicCost>	expected `SymbolicCost`, found `Rc<SymbolicCost>`	R1	rc_wrap_only	03_ingest
src/v2_lens_complexity_accumulator_copy_analyze.rs	125	116	Rc<Edge>	Edge	expected `Rc<Edge>`, found `Edge`	R1	rc_wrap_only	03_ingest
src/v2_lens_complexity_accumulator_copy_analyze.rs	341	194	Rc<LetBinding>	LetBinding	expected `Rc<LetBinding>`, found `LetBinding`	R1	rc_wrap_only	03_ingest
src/v2_lens_complexity_accumulator_copy_analyze.rs	479	72	Rc<Vector<Rc<PortReading>>>	Rc<Vector<PortReading>>	expected `Rc<Vector<Rc<PortReading>>>`, found `Rc<Vector<PortReading>>`	R1	rc_wrap_at_type_argument_depth	03_ingest
